|Period ID|Period start|Period end|Race|Count of race in period|
|18|2010-10-21|2010-11-03|R|2|
|18|2010-10-21|2010-11-03|P|29|
|19|2010-11-04|2010-11-17|Z|28|
|19|2010-11-04|2010-11-17|T|44|
|19|2010-11-04|2010-11-17|R|2|
|19|2010-11-04|2010-11-17|P|26|
|20|2010-11-18|2010-12-01|Z|29|
|20|2010-11-18|2010-12-01|T|41|
|20|2010-11-18|2010-12-01|R|3|
|20|2010-11-18|2010-12-01|P|27|
|21|2010-12-02|2010-12-15|Z|31|
|21|2010-12-02|2010-12-15|T|42|
|21|2010-12-02|2010-12-15|R|3|
|21|2010-12-02|2010-12-15|P|24|
|22|2010-12-16|2010-12-29|Z|31|
|22|2010-12-16|2010-12-29|T|41|
|22|2010-12-16|2010-12-29|R|3|
|22|2010-12-16|2010-12-29|P|25|
|23|2010-12-30|2011-01-12|Z|30|
|23|2010-12-30|2011-01-12|T|42|
|23|2010-12-30|2011-01-12|R|3|
|23|2010-12-30|2011-01-12|P|25|
|24|2011-01-13|2011-01-26|Z|29|
|24|2011-01-13|2011-01-26|T|40|
|24|2011-01-13|2011-01-26|R|4|
|24|2011-01-13|2011-01-26|P|27|
|25|2011-01-27|2011-02-09|Z|30|
|25|2011-01-27|2011-02-09|T|39|
|25|2011-01-27|2011-02-09|R|4|
|25|2011-01-27|2011-02-09|P|27|
|26|2011-02-10|2011-02-23|Z|29|
|26|2011-02-10|2011-02-23|T|38|
|26|2011-02-10|2011-02-23|R|5|
|26|2011-02-10|2011-02-23|P|28|
|27|2011-02-24|2011-03-09|Z|28|
|27|2011-02-24|2011-03-09|T|38|
|27|2011-02-24|2011-03-09|R|5|
|27|2011-02-24|2011-03-09|P|29|
|28|2011-03-10|2011-03-23|Z|28|
|28|2011-03-10|2011-03-23|T|36|
|28|2011-03-10|2011-03-23|R|5|
|28|2011-03-10|2011-03-23|P|31|
|29|2011-03-24|2011-04-06|Z|30|
|29|2011-03-24|2011-04-06|T|35|
|29|2011-03-24|2011-04-06|R|5|
|29|2011-03-24|2011-04-06|P|30|
|30|2011-04-07|2011-04-20|Z|31|
|30|2011-04-07|2011-04-20|T|35|
|30|2011-04-07|2011-04-20|R|4|
|30|2011-04-07|2011-04-20|P|30|
|31|2011-04-21|2011-05-04|Z|31|
|31|2011-04-21|2011-05-04|T|35|
|31|2011-04-21|2011-05-04|R|4|
|31|2011-04-21|2011-05-04|P|30|
|32|2011-05-05|2011-05-18|Z|34|
|32|2011-05-05|2011-05-18|T|32|
|32|2011-05-05|2011-05-18|R|5|
|32|2011-05-05|2011-05-18|P|29|
|33|2011-05-19|2011-06-01|Z|33|
|33|2011-05-19|2011-06-01|T|33|
|33|2011-05-19|2011-06-01|R|5|
|33|2011-05-19|2011-06-01|P|29|
|34|2011-06-02|2011-06-15|Z|32|
|34|2011-06-02|2011-06-15|T|33|
|34|2011-06-02|2011-06-15|R|5|
|34|2011-06-02|2011-06-15|P|30|
|35|2011-06-16|2011-06-29|Z|31|
|35|2011-06-16|2011-06-29|T|34|
|35|2011-06-16|2011-06-29|R|5|
|35|2011-06-16|2011-06-29|P|30|
|36|2011-06-30|2011-07-13|Z|29|
|36|2011-06-30|2011-07-13|T|33|
|36|2011-06-30|2011-07-13|R|5|
|36|2011-06-30|2011-07-13|P|33|
|37|2011-07-14|2011-07-27|Z|34|
|37|2011-07-14|2011-07-27|T|32|
|37|2011-07-14|2011-07-27|R|4|
|37|2011-07-14|2011-07-27|P|30|
|38|2011-07-28|2011-08-10|Z|32|
|38|2011-07-28|2011-08-10|T|32|
|38|2011-07-28|2011-08-10|R|4|
|38|2011-07-28|2011-08-10|P|32|
|39|2011-08-11|2011-08-24|Z|32|
|39|2011-08-11|2011-08-24|T|32|
|39|2011-08-11|2011-08-24|R|5|
|39|2011-08-11|2011-08-24|P|31|
|40|2011-08-25|2011-09-07|Z|32|
|40|2011-08-25|2011-09-07|T|33|
|40|2011-08-25|2011-09-07|R|5|
|40|2011-08-25|2011-09-07|P|30|
|41|2011-09-08|2011-09-21|Z|32|
|41|2011-09-08|2011-09-21|T|33|
|41|2011-09-08|2011-09-21|R|5|
|41|2011-09-08|2011-09-21|P|30|
|42|2011-09-22|2011-10-05|Z|31|
|42|2011-09-22|2011-10-05|T|34|
|42|2011-09-22|2011-10-05|R|5|
|42|2011-09-22|2011-10-05|P|30|
|43|2011-10-06|2011-10-19|Z|30|
|43|2011-10-06|2011-10-19|T|34|
|43|2011-10-06|2011-10-19|R|5|
|43|2011-10-06|2011-10-19|P|31|
|44|2011-10-20|2011-11-02|Z|29|
|44|2011-10-20|2011-11-02|T|35|
|44|2011-10-20|2011-11-02|R|4|
|44|2011-10-20|2011-11-02|P|32|
|45|2011-11-03|2011-11-16|Z|29|
|45|2011-11-03|2011-11-16|T|38|
|45|2011-11-03|2011-11-16|R|4|
|45|2011-11-03|2011-11-16|P|29|
|46|2011-11-17|2011-11-30|Z|31|
|46|2011-11-17|2011-11-30|T|38|
|46|2011-11-17|2011-11-30|R|3|
|46|2011-11-17|2011-11-30|P|28|
|47|2011-12-01|2011-12-14|Z|32|
|47|2011-12-01|2011-12-14|T|37|
|47|2011-12-01|2011-12-14|R|3|
|47|2011-12-01|2011-12-14|P|28|
|48|2011-12-15|2011-12-28|Z|31|
|48|2011-12-15|2011-12-28|T|37|
|48|2011-12-15|2011-12-28|R|3|
|48|2011-12-15|2011-12-28|P|29|
|49|2011-12-29|2012-01-11|Z|32|
|49|2011-12-29|2012-01-11|T|37|
|49|2011-12-29|2012-01-11|R|3|
|49|2011-12-29|2012-01-11|P|28|
|50|2012-01-12|2012-01-25|Z|33|
|50|2012-01-12|2012-01-25|T|32|
|50|2012-01-12|2012-01-25|R|4|
|50|2012-01-12|2012-01-25|P|31|
|51|2012-01-26|2012-02-08|Z|29|
|51|2012-01-26|2012-02-08|T|34|
|51|2012-01-26|2012-02-08|R|6|
|51|2012-01-26|2012-02-08|P|31|
|52|2012-02-09|2012-02-22|Z|29|
|52|2012-02-09|2012-02-22|T|35|
|52|2012-02-09|2012-02-22|R|4|
|52|2012-02-09|2012-02-22|P|32|
|53|2012-02-23|2012-03-07|Z|32|
|53|2012-02-23|2012-03-07|T|33|
|53|2012-02-23|2012-03-07|R|2|
|53|2012-02-23|2012-03-07|P|33|
|54|2012-03-08|2012-03-21|Z|30|
|54|2012-03-08|2012-03-21|T|34|
|54|2012-03-08|2012-03-21|R|2|
|54|2012-03-08|2012-03-21|P|34|
|55|2012-03-22|2012-04-04|Z|31|
|55|2012-03-22|2012-04-04|T|34|
|55|2012-03-22|2012-04-04|R|2|
|55|2012-03-22|2012-04-04|P|33|
|56|2012-04-05|2012-04-18|Z|29|
|56|2012-04-05|2012-04-18|T|37|
|56|2012-04-05|2012-04-18|R|2|
|56|2012-04-05|2012-04-18|P|32|
|57|2012-04-19|2012-05-02|Z|29|
|57|2012-04-19|2012-05-02|T|38|
|57|2012-04-19|2012-05-02|R|2|
|57|2012-04-19|2012-05-02|P|31|
|58|2012-05-03|2012-05-16|Z|27|
|58|2012-05-03|2012-05-16|T|39|
|58|2012-05-03|2012-05-16|R|2|
|58|2012-05-03|2012-05-16|P|32|
|59|2012-05-17|2012-05-30|Z|27|
|59|2012-05-17|2012-05-30|T|38|
|59|2012-05-17|2012-05-30|R|2|
|59|2012-05-17|2012-05-30|P|33|
|60|2012-05-31|2012-06-13|Z|29|
|60|2012-05-31|2012-06-13|T|39|
|60|2012-05-31|2012-06-13|R|2|
|60|2012-05-31|2012-06-13|P|30|
|61|2012-06-14|2012-06-27|Z|28|
|61|2012-06-14|2012-06-27|T|37|
|61|2012-06-14|2012-06-27|R|3|
|61|2012-06-14|2012-06-27|P|32|
|62|2012-06-28|2012-07-11|Z|28|
|62|2012-06-28|2012-07-11|T|35|
|62|2012-06-28|2012-07-11|R|3|
|62|2012-06-28|2012-07-11|P|34|
|63|2012-07-12|2012-07-25|Z|30|
|63|2012-07-12|2012-07-25|T|35|
|63|2012-07-12|2012-07-25|R|3|
|63|2012-07-12|2012-07-25|P|32|
|64|2012-07-26|2012-08-08|Z|29|
|64|2012-07-26|2012-08-08|T|34|
|64|2012-07-26|2012-08-08|R|3|
|64|2012-07-26|2012-08-08|P|34|
|65|2012-08-09|2012-08-22|Z|30|
|65|2012-08-09|2012-08-22|T|32|
|65|2012-08-09|2012-08-22|R|3|
|65|2012-08-09|2012-08-22|P|35|
|66|2012-08-23|2012-09-05|Z|31|
|66|2012-08-23|2012-09-05|T|32|
|66|2012-08-23|2012-09-05|R|3|
|66|2012-08-23|2012-09-05|P|34|
|67|2012-09-06|2012-09-19|Z|32|
|67|2012-09-06|2012-09-19|T|32|
|67|2012-09-06|2012-09-19|R|3|
|67|2012-09-06|2012-09-19|P|33|
|68|2012-09-20|2012-10-03|Z|32|
|68|2012-09-20|2012-10-03|T|32|
|68|2012-09-20|2012-10-03|R|3|
|68|2012-09-20|2012-10-03|P|33|
|69|2012-10-04|2012-10-17|Z|31|
|69|2012-10-04|2012-10-17|T|32|
|69|2012-10-04|2012-10-17|R|3|
|69|2012-10-04|2012-10-17|P|34|
|70|2012-10-18|2012-10-31|Z|31|
|70|2012-10-18|2012-10-31|T|31|
|70|2012-10-18|2012-10-31|R|3|
|70|2012-10-18|2012-10-31|P|35|
|71|2012-11-01|2012-11-14|Z|33|
|71|2012-11-01|2012-11-14|T|30|
|71|2012-11-01|2012-11-14|R|3|
|71|2012-11-01|2012-11-14|P|34|
|72|2012-11-15|2012-11-28|Z|33|
|72|2012-11-15|2012-11-28|T|30|
|72|2012-11-15|2012-11-28|R|3|
|72|2012-11-15|2012-11-28|P|34|
|73|2012-11-29|2012-12-12|Z|30|
|73|2012-11-29|2012-12-12|T|31|
|73|2012-11-29|2012-12-12|R|4|
|73|2012-11-29|2012-12-12|P|35|
|74|2012-12-13|2012-12-26|Z|30|
|74|2012-12-13|2012-12-26|T|31|
|74|2012-12-13|2012-12-26|R|4|
|74|2012-12-13|2012-12-26|P|35|
|75|2012-12-27|2013-01-09|Z|30|
|75|2012-12-27|2013-01-09|T|31|
|75|2012-12-27|2013-01-09|R|4|
|75|2012-12-27|2013-01-09|P|35|
|76|2013-01-10|2013-01-23|Z|33|
|76|2013-01-10|2013-01-23|T|29|
|76|2013-01-10|2013-01-23|R|3|
|76|2013-01-10|2013-01-23|P|35|
|77|2013-01-24|2013-02-06|Z|33|
|77|2013-01-24|2013-02-06|T|29|
|77|2013-01-24|2013-02-06|R|3|
|77|2013-01-24|2013-02-06|P|35|
|78|2013-02-07|2013-02-20|Z|31|
|78|2013-02-07|2013-02-20|T|30|
|78|2013-02-07|2013-02-20|R|3|
|78|2013-02-07|2013-02-20|P|36|
|79|2013-02-21|2013-03-06|Z|31|
|79|2013-02-21|2013-03-06|T|29|
|79|2013-02-21|2013-03-06|R|3|
|79|2013-02-21|2013-03-06|P|37|
|80|2013-03-07|2013-03-20|Z|31|
|80|2013-03-07|2013-03-20|T|29|
|80|2013-03-07|2013-03-20|R|3|
|80|2013-03-07|2013-03-20|P|37|
|81|2013-03-21|2013-04-03|Z|31|
|81|2013-03-21|2013-04-03|T|29|
|81|2013-03-21|2013-04-03|R|3|
|81|2013-03-21|2013-04-03|P|37|
|82|2013-04-04|2013-04-17|Z|31|
|82|2013-04-04|2013-04-17|T|31|
|82|2013-04-04|2013-04-17|R|2|
|82|2013-04-04|2013-04-17|P|36|
|83|2013-04-18|2013-05-01|Z|32|
|83|2013-04-18|2013-05-01|T|29|
|83|2013-04-18|2013-05-01|R|2|
|83|2013-04-18|2013-05-01|P|37|
|84|2013-05-02|2013-05-15|Z|31|
|84|2013-05-02|2013-05-15|T|26|
|84|2013-05-02|2013-05-15|R|2|
|84|2013-05-02|2013-05-15|P|41|
|85|2013-05-16|2013-05-29|Z|32|
|85|2013-05-16|2013-05-29|T|26|
|85|2013-05-16|2013-05-29|R|2|
|85|2013-05-16|2013-05-29|P|40|
|86|2013-05-30|2013-06-12|Z|32|
|86|2013-05-30|2013-06-12|T|25|
|86|2013-05-30|2013-06-12|R|2|
|86|2013-05-30|2013-06-12|P|41|
|87|2013-06-13|2013-06-26|Z|31|
|87|2013-06-13|2013-06-26|T|27|
|87|2013-06-13|2013-06-26|R|2|
|87|2013-06-13|2013-06-26|P|40|
|88|2013-06-27|2013-07-10|Z|32|
|88|2013-06-27|2013-07-10|T|25|
|88|2013-06-27|2013-07-10|R|2|
|88|2013-06-27|2013-07-10|P|41|
|89|2013-07-11|2013-07-24|Z|32|
|89|2013-07-11|2013-07-24|T|25|
|89|2013-07-11|2013-07-24|R|2|
|89|2013-07-11|2013-07-24|P|41|
|90|2013-07-25|2013-08-07|Z|35|
|90|2013-07-25|2013-08-07|T|23|
|90|2013-07-25|2013-08-07|R|2|
|90|2013-07-25|2013-08-07|P|40|
|91|2013-08-08|2013-08-21|Z|35|
|91|2013-08-08|2013-08-21|T|23|
|91|2013-08-08|2013-08-21|R|2|
|91|2013-08-08|2013-08-21|P|40|
|92|2013-08-22|2013-09-04|Z|36|
|92|2013-08-22|2013-09-04|T|22|
|92|2013-08-22|2013-09-04|R|2|
|92|2013-08-22|2013-09-04|P|40|
|93|2013-09-05|2013-09-18|Z|37|
|93|2013-09-05|2013-09-18|T|22|
|93|2013-09-05|2013-09-18|R|1|
|93|2013-09-05|2013-09-18|P|40|
|94|2013-09-19|2013-10-02|Z|37|
|94|2013-09-19|2013-10-02|T|22|
|94|2013-09-19|2013-10-02|R|1|
|94|2013-09-19|2013-10-02|P|40|
|95|2013-10-03|2013-10-16|Z|36|
|95|2013-10-03|2013-10-16|T|23|
|95|2013-10-03|2013-10-16|R|1|
|95|2013-10-03|2013-10-16|P|40|
|96|2013-10-17|2013-10-30|Z|36|
|96|2013-10-17|2013-10-30|T|23|
|96|2013-10-17|2013-10-30|R|1|
|96|2013-10-17|2013-10-30|P|40|
|97|2013-10-31|2013-11-13|Z|36|
|97|2013-10-31|2013-11-13|T|22|
|97|2013-10-31|2013-11-13|R|1|
|97|2013-10-31|2013-11-13|P|41|
|98|2013-11-14|2013-11-27|Z|37|
|98|2013-11-14|2013-11-27|T|21|
|98|2013-11-14|2013-11-27|R|1|
|98|2013-11-14|2013-11-27|P|41|
|99|2013-11-28|2013-12-11|Z|37|
|99|2013-11-28|2013-12-11|T|22|
|99|2013-11-28|2013-12-11|R|1|
|99|2013-11-28|2013-12-11|P|40|
|100|2013-12-12|2013-12-25|Z|37|
|100|2013-12-12|2013-12-25|T|22|
|100|2013-12-12|2013-12-25|R|1|
|100|2013-12-12|2013-12-25|P|40|
|101|2013-12-26|2014-01-08|Z|37|
|101|2013-12-26|2014-01-08|T|22|
|101|2013-12-26|2014-01-08|R|1|
|101|2013-12-26|2014-01-08|P|40|
|102|2014-01-09|2014-01-22|Z|38|
|102|2014-01-09|2014-01-22|T|22|
|102|2014-01-09|2014-01-22|R|1|
|102|2014-01-09|2014-01-22|P|39|
|103|2014-01-23|2014-02-05|Z|37|
|103|2014-01-23|2014-02-05|T|23|
|103|2014-01-23|2014-02-05|R|1|
|103|2014-01-23|2014-02-05|P|39|
|104|2014-02-06|2014-02-19|Z|38|
|104|2014-02-06|2014-02-19|T|22|
|104|2014-02-06|2014-02-19|R|1|
|104|2014-02-06|2014-02-19|P|39|
|105|2014-02-20|2014-03-05|Z|38|
|105|2014-02-20|2014-03-05|T|22|
|105|2014-02-20|2014-03-05|R|1|
|105|2014-02-20|2014-03-05|P|39|
|106|2014-03-06|2014-03-19|Z|38|
|106|2014-03-06|2014-03-19|T|22|
|106|2014-03-06|2014-03-19|R|1|
|106|2014-03-06|2014-03-19|P|39|
|107|2014-03-20|2014-04-02|Z|38|
|107|2014-03-20|2014-04-02|T|22|
|107|2014-03-20|2014-04-02|R|1|
|107|2014-03-20|2014-04-02|P|39|
|108|2014-04-03|2014-04-16|Z|37|
|108|2014-04-03|2014-04-16|T|22|
|108|2014-04-03|2014-04-16|R|1|
|108|2014-04-03|2014-04-16|P|40|
|109|2014-04-17|2014-04-30|Z|38|
|109|2014-04-17|2014-04-30|T|21|
|109|2014-04-17|2014-04-30|P|41|
|110|2014-05-01|2014-05-14|Z|38|
|110|2014-05-01|2014-05-14|T|21|
|110|2014-05-01|2014-05-14|P|41|
|111|2014-05-15|2014-05-28|Z|38|
|111|2014-05-15|2014-05-28|T|21|
|111|2014-05-15|2014-05-28|P|41|
|112|2014-05-29|2014-06-11|Z|36|
|112|2014-05-29|2014-06-11|T|22|
|112|2014-05-29|2014-06-11|P|42|
|113|2014-06-12|2014-06-25|Z|36|
|113|2014-06-12|2014-06-25|T|22|
|113|2014-06-12|2014-06-25|P|42|
|114|2014-06-26|2014-07-09|Z|36|
|114|2014-06-26|2014-07-09|T|24|
|114|2014-06-26|2014-07-09|P|40|
|115|2014-07-10|2014-07-23|Z|37|
|115|2014-07-10|2014-07-23|T|23|
|115|2014-07-10|2014-07-23|P|40|
|116|2014-07-24|2014-08-06|Z|37|
|116|2014-07-24|2014-08-06|T|23|
|116|2014-07-24|2014-08-06|P|40|
|117|2014-08-07|2014-08-20|Z|37|
|117|2014-08-07|2014-08-20|T|23|
|117|2014-08-07|2014-08-20|P|40|
|118|2014-08-21|2014-09-03|Z|37|
|118|2014-08-21|2014-09-03|T|23|
|118|2014-08-21|2014-09-03|P|40|
|119|2014-09-04|2014-09-17|Z|37|
|119|2014-09-04|2014-09-17|T|24|
|119|2014-09-04|2014-09-17|P|39|
|120|2014-09-18|2014-10-01|Z|37|
|120|2014-09-18|2014-10-01|T|24|
|120|2014-09-18|2014-10-01|P|39|
|121|2014-10-02|2014-10-15|Z|36|
|121|2014-10-02|2014-10-15|T|25|
|121|2014-10-02|2014-10-15|P|39|
|122|2014-10-16|2014-10-29|Z|36|
|122|2014-10-16|2014-10-29|T|25|
|122|2014-10-16|2014-10-29|P|39|
|123|2014-10-30|2014-11-12|Z|35|
|123|2014-10-30|2014-11-12|T|24|
|123|2014-10-30|2014-11-12|P|41|
|124|2014-11-13|2014-11-26|Z|35|
|124|2014-11-13|2014-11-26|T|24|
|124|2014-11-13|2014-11-26|P|41|
|125|2014-11-27|2014-12-10|Z|35|
|125|2014-11-27|2014-12-10|T|25|
|125|2014-11-27|2014-12-10|P|40|
|126|2014-12-11|2014-12-24|Z|35|
|126|2014-12-11|2014-12-24|T|25|
|126|2014-12-11|2014-12-24|P|40|
|127|2014-12-25|2015-01-07|Z|35|
|127|2014-12-25|2015-01-07|T|25|
|127|2014-12-25|2015-01-07|P|40|
|128|2015-01-08|2015-01-21|Z|37|
|128|2015-01-08|2015-01-21|T|22|
|128|2015-01-08|2015-01-21|P|41|
|129|2015-01-22|2015-02-04|Z|38|
|129|2015-01-22|2015-02-04|T|21|
|129|2015-01-22|2015-02-04|P|41|
|130|2015-02-05|2015-02-18|Z|39|
|130|2015-02-05|2015-02-18|T|20|
|130|2015-02-05|2015-02-18|P|41|
|131|2015-02-19|2015-03-04|Z|39|
|131|2015-02-19|2015-03-04|T|20|
|131|2015-02-19|2015-03-04|P|41|
|132|2015-03-05|2015-03-18|Z|39|
|132|2015-03-05|2015-03-18|T|20|
|132|2015-03-05|2015-03-18|P|41|
|133|2015-03-19|2015-04-01|Z|39|
|133|2015-03-19|2015-04-01|T|19|
|133|2015-03-19|2015-04-01|P|42|
|134|2015-04-02|2015-04-15|Z|40|
|134|2015-04-02|2015-04-15|T|19|
|134|2015-04-02|2015-04-15|P|41|
|135|2015-04-16|2015-04-29|Z|40|
|135|2015-04-16|2015-04-29|T|19|
|135|2015-04-16|2015-04-29|P|41|
|136|2015-04-30|2015-05-13|Z|39|
|136|2015-04-30|2015-05-13|T|20|
|136|2015-04-30|2015-05-13|P|41|
|137|2015-05-14|2015-05-27|Z|40|
|137|2015-05-14|2015-05-27|T|19|
|137|2015-05-14|2015-05-27|P|41|
|138|2015-05-28|2015-06-10|Z|39|
|138|2015-05-28|2015-06-10|T|21|
|138|2015-05-28|2015-06-10|R|1|
|138|2015-05-28|2015-06-10|P|39|
|139|2015-06-11|2015-06-24|Z|39|
|139|2015-06-11|2015-06-24|T|21|
|139|2015-06-11|2015-06-24|R|1|
|139|2015-06-11|2015-06-24|P|39|
|140|2015-06-25|2015-07-08|Z|40|
|140|2015-06-25|2015-07-08|T|19|
|140|2015-06-25|2015-07-08|R|1|
|140|2015-06-25|2015-07-08|P|40|
|141|2015-07-09|2015-07-22|Z|40|
|141|2015-07-09|2015-07-22|T|19|
|141|2015-07-09|2015-07-22|R|1|
|141|2015-07-09|2015-07-22|P|40|
|142|2015-07-23|2015-08-05|Z|40|
|142|2015-07-23|2015-08-05|T|19|
|142|2015-07-23|2015-08-05|R|1|
|142|2015-07-23|2015-08-05|P|40|
|143|2015-08-06|2015-08-19|Z|41|
|143|2015-08-06|2015-08-19|T|19|
|143|2015-08-06|2015-08-19|R|1|
|143|2015-08-06|2015-08-19|P|39|
|144|2015-08-20|2015-09-02|Z|39|
|144|2015-08-20|2015-09-02|T|19|
|144|2015-08-20|2015-09-02|R|1|
|144|2015-08-20|2015-09-02|P|41|
|145|2015-09-03|2015-09-16|Z|40|
|145|2015-09-03|2015-09-16|T|19|
|145|2015-09-03|2015-09-16|R|1|
|145|2015-09-03|2015-09-16|P|40|
|146|2015-09-17|2015-09-30|Z|41|
|146|2015-09-17|2015-09-30|T|20|
|146|2015-09-17|2015-09-30|R|1|
|146|2015-09-17|2015-09-30|P|38|
|147|2015-10-01|2015-10-14|Z|40|
|147|2015-10-01|2015-10-14|T|19|
|147|2015-10-01|2015-10-14|R|2|
|147|2015-10-01|2015-10-14|P|39|
|148|2015-10-15|2015-10-28|Z|40|
|148|2015-10-15|2015-10-28|T|20|
|148|2015-10-15|2015-10-28|R|2|
|148|2015-10-15|2015-10-28|P|38|
|149|2015-10-29|2015-11-11|Z|40|
|149|2015-10-29|2015-11-11|T|20|
|149|2015-10-29|2015-11-11|R|2|
|149|2015-10-29|2015-11-11|P|38|
|150|2015-11-12|2015-11-25|Z|40|
|150|2015-11-12|2015-11-25|T|20|
|150|2015-11-12|2015-11-25|R|2|
|150|2015-11-12|2015-11-25|P|38|
|151|2015-11-26|2015-12-09|Z|40|
|151|2015-11-26|2015-12-09|T|20|
|151|2015-11-26|2015-12-09|R|2|
|151|2015-11-26|2015-12-09|P|38|
|152|2015-12-10|2015-12-23|Z|40|
|152|2015-12-10|2015-12-23|T|20|
|152|2015-12-10|2015-12-23|R|2|
|152|2015-12-10|2015-12-23|P|38|
|153|2015-12-24|2016-01-06|Z|40|
|153|2015-12-24|2016-01-06|T|20|
|153|2015-12-24|2016-01-06|R|2|
|153|2015-12-24|2016-01-06|P|38|
|154|2016-01-07|2016-01-20|Z|40|
|154|2016-01-07|2016-01-20|T|20|
|154|2016-01-07|2016-01-20|R|2|
|154|2016-01-07|2016-01-20|P|38|
|155|2016-01-21|2016-02-03|Z|41|
|155|2016-01-21|2016-02-03|T|19|
|155|2016-01-21|2016-02-03|R|2|
|155|2016-01-21|2016-02-03|P|38|
|156|2016-02-04|2016-02-17|Z|41|
|156|2016-02-04|2016-02-17|T|19|
|156|2016-02-04|2016-02-17|R|2|
|156|2016-02-04|2016-02-17|P|38|
|157|2016-02-18|2016-03-02|Z|42|
|157|2016-02-18|2016-03-02|T|19|
|157|2016-02-18|2016-03-02|R|2|
|157|2016-02-18|2016-03-02|P|37|
|158|2016-03-03|2016-03-16|Z|43|
|158|2016-03-03|2016-03-16|T|17|
|158|2016-03-03|2016-03-16|R|2|
|158|2016-03-03|2016-03-16|P|38|
|159|2016-03-17|2016-03-30|Z|44|
|159|2016-03-17|2016-03-30|T|18|
|159|2016-03-17|2016-03-30|R|2|
|159|2016-03-17|2016-03-30|P|36|
|160|2016-03-31|2016-04-13|Z|41|
|160|2016-03-31|2016-04-13|T|20|
|160|2016-03-31|2016-04-13|R|3|
|160|2016-03-31|2016-04-13|P|36|
|161|2016-04-14|2016-04-27|Z|41|
|161|2016-04-14|2016-04-27|T|20|
|161|2016-04-14|2016-04-27|R|2|
|161|2016-04-14|2016-04-27|P|37|
|162|2016-04-28|2016-05-11|Z|41|
|162|2016-04-28|2016-05-11|T|20|
|162|2016-04-28|2016-05-11|R|2|
|162|2016-04-28|2016-05-11|P|37|
|163|2016-05-12|2016-05-25|Z|41|
|163|2016-05-12|2016-05-25|T|20|
|163|2016-05-12|2016-05-25|R|2|
|163|2016-05-12|2016-05-25|P|37|
|164|2016-05-26|2016-06-08|Z|42|
|164|2016-05-26|2016-06-08|T|18|
|164|2016-05-26|2016-06-08|R|2|
|164|2016-05-26|2016-06-08|P|38|
|165|2016-06-09|2016-06-22|Z|42|
|165|2016-06-09|2016-06-22|T|19|
|165|2016-06-09|2016-06-22|R|2|
|165|2016-06-09|2016-06-22|P|37|
|166|2016-06-23|2016-07-06|Z|42|
|166|2016-06-23|2016-07-06|T|19|
|166|2016-06-23|2016-07-06|R|2|
|166|2016-06-23|2016-07-06|P|37|
|167|2016-07-07|2016-07-20|Z|41|
|167|2016-07-07|2016-07-20|T|20|
|167|2016-07-07|2016-07-20|R|2|
|167|2016-07-07|2016-07-20|P|37|
|168|2016-07-21|2016-08-03|Z|41|
|168|2016-07-21|2016-08-03|T|20|
|168|2016-07-21|2016-08-03|R|2|
