|Period ID|Period start|Period end|Race|Count of race in period|
|54|2012-03-08|2012-03-21|P|36|
|55|2012-03-22|2012-04-04|Z|38|
|55|2012-03-22|2012-04-04|T|24|
|55|2012-03-22|2012-04-04|R|3|
|55|2012-03-22|2012-04-04|P|35|
|56|2012-04-05|2012-04-18|Z|38|
|56|2012-04-05|2012-04-18|T|25|
|56|2012-04-05|2012-04-18|R|3|
|56|2012-04-05|2012-04-18|P|34|
|57|2012-04-19|2012-05-02|Z|38|
|57|2012-04-19|2012-05-02|T|27|
|57|2012-04-19|2012-05-02|R|3|
|57|2012-04-19|2012-05-02|P|32|
|58|2012-05-03|2012-05-16|Z|39|
|58|2012-05-03|2012-05-16|T|26|
|58|2012-05-03|2012-05-16|R|3|
|58|2012-05-03|2012-05-16|P|32|
|59|2012-05-17|2012-05-30|Z|39|
|59|2012-05-17|2012-05-30|T|27|
|59|2012-05-17|2012-05-30|R|3|
|59|2012-05-17|2012-05-30|P|31|
|60|2012-05-31|2012-06-13|Z|37|
|60|2012-05-31|2012-06-13|T|28|
|60|2012-05-31|2012-06-13|R|3|
|60|2012-05-31|2012-06-13|P|32|
|61|2012-06-14|2012-06-27|Z|39|
|61|2012-06-14|2012-06-27|T|28|
|61|2012-06-14|2012-06-27|R|3|
|61|2012-06-14|2012-06-27|P|30|
|62|2012-06-28|2012-07-11|Z|38|
|62|2012-06-28|2012-07-11|T|27|
|62|2012-06-28|2012-07-11|R|3|
|62|2012-06-28|2012-07-11|P|32|
|63|2012-07-12|2012-07-25|Z|38|
|63|2012-07-12|2012-07-25|T|26|
|63|2012-07-12|2012-07-25|R|3|
|63|2012-07-12|2012-07-25|P|33|
|64|2012-07-26|2012-08-08|Z|38|
|64|2012-07-26|2012-08-08|T|26|
|64|2012-07-26|2012-08-08|R|3|
|64|2012-07-26|2012-08-08|P|33|
|65|2012-08-09|2012-08-22|Z|37|
|65|2012-08-09|2012-08-22|T|28|
|65|2012-08-09|2012-08-22|R|3|
|65|2012-08-09|2012-08-22|P|32|
|66|2012-08-23|2012-09-05|Z|37|
|66|2012-08-23|2012-09-05|T|28|
|66|2012-08-23|2012-09-05|R|3|
|66|2012-08-23|2012-09-05|P|32|
|67|2012-09-06|2012-09-19|Z|40|
|67|2012-09-06|2012-09-19|T|28|
|67|2012-09-06|2012-09-19|R|3|
|67|2012-09-06|2012-09-19|P|29|
|68|2012-09-20|2012-10-03|Z|40|
|68|2012-09-20|2012-10-03|T|27|
|68|2012-09-20|2012-10-03|R|3|
|68|2012-09-20|2012-10-03|P|30|
|69|2012-10-04|2012-10-17|Z|41|
|69|2012-10-04|2012-10-17|T|28|
|69|2012-10-04|2012-10-17|R|3|
|69|2012-10-04|2012-10-17|P|28|
|70|2012-10-18|2012-10-31|Z|41|
|70|2012-10-18|2012-10-31|T|27|
|70|2012-10-18|2012-10-31|R|3|
|70|2012-10-18|2012-10-31|P|29|
|71|2012-11-01|2012-11-14|Z|40|
|71|2012-11-01|2012-11-14|T|28|
|71|2012-11-01|2012-11-14|R|3|
|71|2012-11-01|2012-11-14|P|29|
|72|2012-11-15|2012-11-28|Z|41|
|72|2012-11-15|2012-11-28|T|27|
|72|2012-11-15|2012-11-28|R|3|
|72|2012-11-15|2012-11-28|P|29|
|73|2012-11-29|2012-12-12|Z|40|
|73|2012-11-29|2012-12-12|T|27|
|73|2012-11-29|2012-12-12|R|3|
|73|2012-11-29|2012-12-12|P|30|
|74|2012-12-13|2012-12-26|Z|38|
|74|2012-12-13|2012-12-26|T|28|
|74|2012-12-13|2012-12-26|R|3|
|74|2012-12-13|2012-12-26|P|31|
|75|2012-12-27|2013-01-09|Z|39|
|75|2012-12-27|2013-01-09|T|28|
|75|2012-12-27|2013-01-09|R|3|
|75|2012-12-27|2013-01-09|P|30|
|76|2013-01-10|2013-01-23|Z|38|
|76|2013-01-10|2013-01-23|T|28|
|76|2013-01-10|2013-01-23|R|3|
|76|2013-01-10|2013-01-23|P|31|
|77|2013-01-24|2013-02-06|Z|39|
|77|2013-01-24|2013-02-06|T|28|
|77|2013-01-24|2013-02-06|R|3|
|77|2013-01-24|2013-02-06|P|30|
|78|2013-02-07|2013-02-20|Z|40|
|78|2013-02-07|2013-02-20|T|28|
|78|2013-02-07|2013-02-20|R|3|
|78|2013-02-07|2013-02-20|P|29|
|79|2013-02-21|2013-03-06|Z|41|
|79|2013-02-21|2013-03-06|T|27|
|79|2013-02-21|2013-03-06|R|3|
|79|2013-02-21|2013-03-06|P|29|
|80|2013-03-07|2013-03-20|Z|42|
|80|2013-03-07|2013-03-20|T|27|
|80|2013-03-07|2013-03-20|R|3|
|80|2013-03-07|2013-03-20|P|28|
|81|2013-03-21|2013-04-03|Z|41|
|81|2013-03-21|2013-04-03|T|26|
|81|2013-03-21|2013-04-03|R|3|
|81|2013-03-21|2013-04-03|P|30|
|82|2013-04-04|2013-04-17|Z|42|
|82|2013-04-04|2013-04-17|T|26|
|82|2013-04-04|2013-04-17|R|3|
|82|2013-04-04|2013-04-17|P|29|
|83|2013-04-18|2013-05-01|Z|40|
|83|2013-04-18|2013-05-01|T|25|
|83|2013-04-18|2013-05-01|R|3|
|83|2013-04-18|2013-05-01|P|32|
|84|2013-05-02|2013-05-15|Z|38|
|84|2013-05-02|2013-05-15|T|27|
|84|2013-05-02|2013-05-15|R|3|
|84|2013-05-02|2013-05-15|P|32|
|85|2013-05-16|2013-05-29|Z|41|
|85|2013-05-16|2013-05-29|T|26|
|85|2013-05-16|2013-05-29|R|3|
|85|2013-05-16|2013-05-29|P|30|
|86|2013-05-30|2013-06-12|Z|39|
|86|2013-05-30|2013-06-12|T|26|
|86|2013-05-30|2013-06-12|R|3|
|86|2013-05-30|2013-06-12|P|32|
|87|2013-06-13|2013-06-26|Z|38|
|87|2013-06-13|2013-06-26|T|26|
|87|2013-06-13|2013-06-26|R|3|
|87|2013-06-13|2013-06-26|P|33|
|88|2013-06-27|2013-07-10|Z|37|
|88|2013-06-27|2013-07-10|T|27|
|88|2013-06-27|2013-07-10|R|3|
|88|2013-06-27|2013-07-10|P|33|
|89|2013-07-11|2013-07-24|Z|38|
|89|2013-07-11|2013-07-24|T|26|
|89|2013-07-11|2013-07-24|R|3|
|89|2013-07-11|2013-07-24|P|33|
|90|2013-07-25|2013-08-07|Z|39|
|90|2013-07-25|2013-08-07|T|26|
|90|2013-07-25|2013-08-07|R|3|
|90|2013-07-25|2013-08-07|P|32|
|91|2013-08-08|2013-08-21|Z|40|
|91|2013-08-08|2013-08-21|T|24|
|91|2013-08-08|2013-08-21|R|4|
|91|2013-08-08|2013-08-21|P|32|
|92|2013-08-22|2013-09-04|Z|40|
|92|2013-08-22|2013-09-04|T|24|
|92|2013-08-22|2013-09-04|R|4|
|92|2013-08-22|2013-09-04|P|32|
|93|2013-09-05|2013-09-18|Z|42|
|93|2013-09-05|2013-09-18|T|23|
|93|2013-09-05|2013-09-18|R|4|
|93|2013-09-05|2013-09-18|P|31|
|94|2013-09-19|2013-10-02|Z|43|
|94|2013-09-19|2013-10-02|T|23|
|94|2013-09-19|2013-10-02|R|3|
|94|2013-09-19|2013-10-02|P|31|
|95|2013-10-03|2013-10-16|Z|43|
|95|2013-10-03|2013-10-16|T|24|
|95|2013-10-03|2013-10-16|R|3|
|95|2013-10-03|2013-10-16|P|30|
|96|2013-10-17|2013-10-30|Z|44|
|96|2013-10-17|2013-10-30|T|23|
|96|2013-10-17|2013-10-30|R|3|
|96|2013-10-17|2013-10-30|P|30|
|97|2013-10-31|2013-11-13|Z|44|
|97|2013-10-31|2013-11-13|T|24|
|97|2013-10-31|2013-11-13|R|3|
|97|2013-10-31|2013-11-13|P|29|
|98|2013-11-14|2013-11-27|Z|44|
|98|2013-11-14|2013-11-27|T|24|
|98|2013-11-14|2013-11-27|R|3|
|98|2013-11-14|2013-11-27|P|29|
|99|2013-11-28|2013-12-11|Z|44|
|99|2013-11-28|2013-12-11|T|24|
|99|2013-11-28|2013-12-11|R|3|
|99|2013-11-28|2013-12-11|P|29|
|100|2013-12-12|2013-12-25|Z|43|
|100|2013-12-12|2013-12-25|T|24|
|100|2013-12-12|2013-12-25|R|3|
|100|2013-12-12|2013-12-25|P|30|
|101|2013-12-26|2014-01-08|Z|43|
|101|2013-12-26|2014-01-08|T|23|
|101|2013-12-26|2014-01-08|R|3|
|101|2013-12-26|2014-01-08|P|31|
|102|2014-01-09|2014-01-22|Z|43|
|102|2014-01-09|2014-01-22|T|23|
|102|2014-01-09|2014-01-22|R|3|
|102|2014-01-09|2014-01-22|P|31|
|103|2014-01-23|2014-02-05|Z|43|
|103|2014-01-23|2014-02-05|T|23|
|103|2014-01-23|2014-02-05|R|3|
|103|2014-01-23|2014-02-05|P|31|
|104|2014-02-06|2014-02-19|Z|43|
|104|2014-02-06|2014-02-19|T|23|
|104|2014-02-06|2014-02-19|R|3|
|104|2014-02-06|2014-02-19|P|31|
|105|2014-02-20|2014-03-05|Z|43|
|105|2014-02-20|2014-03-05|T|23|
|105|2014-02-20|2014-03-05|R|3|
|105|2014-02-20|2014-03-05|P|31|
|106|2014-03-06|2014-03-19|Z|43|
|106|2014-03-06|2014-03-19|T|23|
|106|2014-03-06|2014-03-19|R|3|
|106|2014-03-06|2014-03-19|P|31|
|107|2014-03-20|2014-04-02|Z|44|
|107|2014-03-20|2014-04-02|T|22|
|107|2014-03-20|2014-04-02|R|3|
|107|2014-03-20|2014-04-02|P|31|
|108|2014-04-03|2014-04-16|Z|44|
|108|2014-04-03|2014-04-16|T|22|
|108|2014-04-03|2014-04-16|R|3|
|108|2014-04-03|2014-04-16|P|31|
|109|2014-04-17|2014-04-30|Z|44|
|109|2014-04-17|2014-04-30|T|23|
|109|2014-04-17|2014-04-30|R|3|
|109|2014-04-17|2014-04-30|P|30|
|110|2014-05-01|2014-05-14|Z|44|
|110|2014-05-01|2014-05-14|T|23|
|110|2014-05-01|2014-05-14|R|3|
|110|2014-05-01|2014-05-14|P|30|
|111|2014-05-15|2014-05-28|Z|44|
|111|2014-05-15|2014-05-28|T|23|
|111|2014-05-15|2014-05-28|R|3|
|111|2014-05-15|2014-05-28|P|30|
|112|2014-05-29|2014-06-11|Z|45|
|112|2014-05-29|2014-06-11|T|23|
|112|2014-05-29|2014-06-11|R|3|
|112|2014-05-29|2014-06-11|P|29|
|113|2014-06-12|2014-06-25|Z|45|
|113|2014-06-12|2014-06-25|T|23|
|113|2014-06-12|2014-06-25|R|3|
|113|2014-06-12|2014-06-25|P|29|
|114|2014-06-26|2014-07-09|Z|45|
|114|2014-06-26|2014-07-09|T|23|
|114|2014-06-26|2014-07-09|R|3|
|114|2014-06-26|2014-07-09|P|29|
|115|2014-07-10|2014-07-23|Z|44|
|115|2014-07-10|2014-07-23|T|23|
|115|2014-07-10|2014-07-23|R|3|
|115|2014-07-10|2014-07-23|P|30|
|116|2014-07-24|2014-08-06|Z|44|
|116|2014-07-24|2014-08-06|T|23|
|116|2014-07-24|2014-08-06|R|3|
|116|2014-07-24|2014-08-06|P|30|
|117|2014-08-07|2014-08-20|Z|44|
|117|2014-08-07|2014-08-20|T|23|
|117|2014-08-07|2014-08-20|R|3|
|117|2014-08-07|2014-08-20|P|30|
|118|2014-08-21|2014-09-03|Z|44|
|118|2014-08-21|2014-09-03|T|23|
|118|2014-08-21|2014-09-03|R|3|
|118|2014-08-21|2014-09-03|P|30|
|119|2014-09-04|2014-09-17|Z|44|
|119|2014-09-04|2014-09-17|T|23|
|119|2014-09-04|2014-09-17|R|3|
|119|2014-09-04|2014-09-17|P|30|
|120|2014-09-18|2014-10-01|Z|45|
|120|2014-09-18|2014-10-01|T|23|
|120|2014-09-18|2014-10-01|R|3|
|120|2014-09-18|2014-10-01|P|29|
|121|2014-10-02|2014-10-15|Z|45|
|121|2014-10-02|2014-10-15|T|23|
|121|2014-10-02|2014-10-15|R|3|
|121|2014-10-02|2014-10-15|P|29|
|122|2014-10-16|2014-10-29|Z|45|
|122|2014-10-16|2014-10-29|T|23|
|122|2014-10-16|2014-10-29|R|3|
|122|2014-10-16|2014-10-29|P|29|
|123|2014-10-30|2014-11-12|Z|45|
|123|2014-10-30|2014-11-12|T|23|
|123|2014-10-30|2014-11-12|R|3|
|123|2014-10-30|2014-11-12|P|29|
|124|2014-11-13|2014-11-26|Z|45|
|124|2014-11-13|2014-11-26|T|23|
|124|2014-11-13|2014-11-26|R|3|
|124|2014-11-13|2014-11-26|P|29|
|125|2014-11-27|2014-12-10|Z|45|
|125|2014-11-27|2014-12-10|T|23|
|125|2014-11-27|2014-12-10|R|3|
|125|2014-11-27|2014-12-10|P|29|
|126|2014-12-11|2014-12-24|Z|45|
|126|2014-12-11|2014-12-24|T|23|
|126|2014-12-11|2014-12-24|R|3|
|126|2014-12-11|2014-12-24|P|29|
|127|2014-12-25|2015-01-07|Z|45|
|127|2014-12-25|2015-01-07|T|23|
|127|2014-12-25|2015-01-07|R|3|
|127|2014-12-25|2015-01-07|P|29|
|128|2015-01-08|2015-01-21|Z|45|
|128|2015-01-08|2015-01-21|T|23|
|128|2015-01-08|2015-01-21|R|3|
|128|2015-01-08|2015-01-21|P|29|
|129|2015-01-22|2015-02-04|Z|45|
|129|2015-01-22|2015-02-04|T|23|
|129|2015-01-22|2015-02-04|R|3|
|129|2015-01-22|2015-02-04|P|29|
|130|2015-02-05|2015-02-18|Z|45|
|130|2015-02-05|2015-02-18|T|23|
|130|2015-02-05|2015-02-18|R|3|
|130|2015-02-05|2015-02-18|P|29|
|131|2015-02-19|2015-03-04|Z|44|
|131|2015-02-19|2015-03-04|T|24|
|131|2015-02-19|2015-03-04|R|3|
|131|2015-02-19|2015-03-04|P|29|
|132|2015-03-05|2015-03-18|Z|43|
|132|2015-03-05|2015-03-18|T|24|
|132|2015-03-05|2015-03-18|R|3|
|132|2015-03-05|2015-03-18|P|30|
|133|2015-03-19|2015-04-01|Z|43|
|133|2015-03-19|2015-04-01|T|24|
|133|2015-03-19|2015-04-01|R|3|
|133|2015-03-19|2015-04-01|P|30|
|134|2015-04-02|2015-04-15|Z|42|
|134|2015-04-02|2015-04-15|T|25|
|134|2015-04-02|2015-04-15|R|3|
|134|2015-04-02|2015-04-15|P|30|
|135|2015-04-16|2015-04-29|Z|43|
|135|2015-04-16|2015-04-29|T|25|
|135|2015-04-16|2015-04-29|R|3|
|135|2015-04-16|2015-04-29|P|29|
|136|2015-04-30|2015-05-13|Z|43|
|136|2015-04-30|2015-05-13|T|25|
|136|2015-04-30|2015-05-13|R|3|
|136|2015-04-30|2015-05-13|P|29|
|137|2015-05-14|2015-05-27|Z|43|
|137|2015-05-14|2015-05-27|T|25|
|137|2015-05-14|2015-05-27|R|3|
|137|2015-05-14|2015-05-27|P|29|
|138|2015-05-28|2015-06-10|Z|43|
|138|2015-05-28|2015-06-10|T|25|
|138|2015-05-28|2015-06-10|R|3|
|138|2015-05-28|2015-06-10|P|29|
|139|2015-06-11|2015-06-24|Z|43|
|139|2015-06-11|2015-06-24|T|25|
|139|2015-06-11|2015-06-24|R|3|
|139|2015-06-11|2015-06-24|P|29|
|140|2015-06-25|2015-07-08|Z|43|
|140|2015-06-25|2015-07-08|T|25|
|140|2015-06-25|2015-07-08|R|3|
|140|2015-06-25|2015-07-08|P|29|
|141|2015-07-09|2015-07-22|Z|42|
|141|2015-07-09|2015-07-22|T|26|
|141|2015-07-09|2015-07-22|R|3|
|141|2015-07-09|2015-07-22|P|29|
|142|2015-07-23|2015-08-05|Z|42|
|142|2015-07-23|2015-08-05|T|26|
|142|2015-07-23|2015-08-05|R|3|
|142|2015-07-23|2015-08-05|P|29|
|143|2015-08-06|2015-08-19|Z|42|
|143|2015-08-06|2015-08-19|T|26|
|143|2015-08-06|2015-08-19|R|3|
|143|2015-08-06|2015-08-19|P|29|
|144|2015-08-20|2015-09-02|Z|43|
|144|2015-08-20|2015-09-02|T|25|
|144|2015-08-20|2015-09-02|R|3|
|144|2015-08-20|2015-09-02|P|29|
|145|2015-09-03|2015-09-16|Z|42|
|145|2015-09-03|2015-09-16|T|26|
|145|2015-09-03|2015-09-16|R|3|
|145|2015-09-03|2015-09-16|P|29|
|146|2015-09-17|2015-09-30|Z|42|
|146|2015-09-17|2015-09-30|T|26|
|146|2015-09-17|2015-09-30|R|3|
|146|2015-09-17|2015-09-30|P|29|
|147|2015-10-01|2015-10-14|Z|42|
|147|2015-10-01|2015-10-14|T|26|
|147|2015-10-01|2015-10-14|R|3|
|147|2015-10-01|2015-10-14|P|29|
|148|2015-10-15|2015-10-28|Z|42|
|148|2015-10-15|2015-10-28|T|26|
|148|2015-10-15|2015-10-28|R|3|
|148|2015-10-15|2015-10-28|P|29|
|149|2015-10-29|2015-11-11|Z|42|
|149|2015-10-29|2015-11-11|T|26|
|149|2015-10-29|2015-11-11|R|3|
|149|2015-10-29|2015-11-11|P|29|
|150|2015-11-12|2015-11-25|Z|42|
|150|2015-11-12|2015-11-25|T|26|
|150|2015-11-12|2015-11-25|R|3|
|150|2015-11-12|2015-11-25|P|29|
|151|2015-11-26|2015-12-09|Z|43|
|151|2015-11-26|2015-12-09|T|26|
|151|2015-11-26|2015-12-09|R|3|
|151|2015-11-26|2015-12-09|P|28|
|152|2015-12-10|2015-12-23|Z|43|
|152|2015-12-10|2015-12-23|T|26|
|152|2015-12-10|2015-12-23|R|3|
|152|2015-12-10|2015-12-23|P|28|
|153|2015-12-24|2016-01-06|Z|43|
|153|2015-12-24|2016-01-06|T|26|
|153|2015-12-24|2016-01-06|R|3|
|153|2015-12-24|2016-01-06|P|28|
|154|2016-01-07|2016-01-20|Z|43|
|154|2016-01-07|2016-01-20|T|26|
|154|2016-01-07|2016-01-20|R|3|
|154|2016-01-07|2016-01-20|P|28|
|155|2016-01-21|2016-02-03|Z|42|
|155|2016-01-21|2016-02-03|T|27|
|155|2016-01-21|2016-02-03|R|3|
|155|2016-01-21|2016-02-03|P|28|
|156|2016-02-04|2016-02-17|Z|43|
|156|2016-02-04|2016-02-17|T|26|
|156|2016-02-04|2016-02-17|R|3|
|156|2016-02-04|2016-02-17|P|28|
|157|2016-02-18|2016-03-02|Z|42|
|157|2016-02-18|2016-03-02|T|27|
|157|2016-02-18|2016-03-02|R|3|
|157|2016-02-18|2016-03-02|P|28|
|158|2016-03-03|2016-03-16|Z|42|
|158|2016-03-03|2016-03-16|T|27|
|158|2016-03-03|2016-03-16|R|3|
|158|2016-03-03|2016-03-16|P|28|
|159|2016-03-17|2016-03-30|Z|42|
|159|2016-03-17|2016-03-30|T|27|
|159|2016-03-17|2016-03-30|R|3|
|159|2016-03-17|2016-03-30|P|28|
|160|2016-03-31|2016-04-13|Z|42|
|160|2016-03-31|2016-04-13|T|27|
|160|2016-03-31|2016-04-13|R|3|
|160|2016-03-31|2016-04-13|P|28|
|161|2016-04-14|2016-04-27|Z|42|
