|Period ID|Period start|Period end|Race|Count of race in period|
|27|2011-02-24|2011-03-09|Z|26|
|27|2011-02-24|2011-03-09|T|44|
|27|2011-02-24|2011-03-09|P|30|
|28|2011-03-10|2011-03-23|Z|25|
|28|2011-03-10|2011-03-23|T|45|
|28|2011-03-10|2011-03-23|P|30|
|29|2011-03-24|2011-04-06|Z|24|
|29|2011-03-24|2011-04-06|T|42|
|29|2011-03-24|2011-04-06|P|34|
|30|2011-04-07|2011-04-20|Z|24|
|30|2011-04-07|2011-04-20|T|46|
|30|2011-04-07|2011-04-20|P|30|
|31|2011-04-21|2011-05-04|Z|23|
|31|2011-04-21|2011-05-04|T|46|
|31|2011-04-21|2011-05-04|P|31|
|32|2011-05-05|2011-05-18|Z|24|
|32|2011-05-05|2011-05-18|T|47|
|32|2011-05-05|2011-05-18|P|29|
|33|2011-05-19|2011-06-01|Z|26|
|33|2011-05-19|2011-06-01|T|43|
|33|2011-05-19|2011-06-01|R|1|
|33|2011-05-19|2011-06-01|P|30|
|34|2011-06-02|2011-06-15|Z|28|
|34|2011-06-02|2011-06-15|T|45|
|34|2011-06-02|2011-06-15|R|1|
|34|2011-06-02|2011-06-15|P|26|
|35|2011-06-16|2011-06-29|Z|25|
|35|2011-06-16|2011-06-29|T|44|
|35|2011-06-16|2011-06-29|R|2|
|35|2011-06-16|2011-06-29|P|29|
|36|2011-06-30|2011-07-13|Z|24|
|36|2011-06-30|2011-07-13|T|44|
|36|2011-06-30|2011-07-13|R|2|
|36|2011-06-30|2011-07-13|P|30|
|37|2011-07-14|2011-07-27|Z|25|
|37|2011-07-14|2011-07-27|T|45|
|37|2011-07-14|2011-07-27|R|2|
|37|2011-07-14|2011-07-27|P|28|
|38|2011-07-28|2011-08-10|Z|25|
|38|2011-07-28|2011-08-10|T|47|
|38|2011-07-28|2011-08-10|R|2|
|38|2011-07-28|2011-08-10|P|26|
|39|2011-08-11|2011-08-24|Z|25|
|39|2011-08-11|2011-08-24|T|44|
|39|2011-08-11|2011-08-24|R|2|
|39|2011-08-11|2011-08-24|P|29|
|40|2011-08-25|2011-09-07|Z|26|
|40|2011-08-25|2011-09-07|T|41|
|40|2011-08-25|2011-09-07|R|1|
|40|2011-08-25|2011-09-07|P|32|
|41|2011-09-08|2011-09-21|Z|26|
|41|2011-09-08|2011-09-21|T|41|
|41|2011-09-08|2011-09-21|R|1|
|41|2011-09-08|2011-09-21|P|32|
|42|2011-09-22|2011-10-05|Z|26|
|42|2011-09-22|2011-10-05|T|39|
|42|2011-09-22|2011-10-05|R|1|
|42|2011-09-22|2011-10-05|P|34|
|43|2011-10-06|2011-10-19|Z|29|
|43|2011-10-06|2011-10-19|T|38|
|43|2011-10-06|2011-10-19|R|1|
|43|2011-10-06|2011-10-19|P|32|
|44|2011-10-20|2011-11-02|Z|29|
|44|2011-10-20|2011-11-02|T|39|
|44|2011-10-20|2011-11-02|R|1|
|44|2011-10-20|2011-11-02|P|31|
|45|2011-11-03|2011-11-16|Z|29|
|45|2011-11-03|2011-11-16|T|39|
|45|2011-11-03|2011-11-16|R|1|
|45|2011-11-03|2011-11-16|P|31|
|46|2011-11-17|2011-11-30|Z|29|
|46|2011-11-17|2011-11-30|T|38|
|46|2011-11-17|2011-11-30|R|1|
|46|2011-11-17|2011-11-30|P|32|
|47|2011-12-01|2011-12-14|Z|30|
|47|2011-12-01|2011-12-14|T|39|
|47|2011-12-01|2011-12-14|R|1|
|47|2011-12-01|2011-12-14|P|30|
|48|2011-12-15|2011-12-28|Z|31|
|48|2011-12-15|2011-12-28|T|39|
|48|2011-12-15|2011-12-28|R|1|
|48|2011-12-15|2011-12-28|P|29|
|49|2011-12-29|2012-01-11|Z|34|
|49|2011-12-29|2012-01-11|T|37|
|49|2011-12-29|2012-01-11|R|1|
|49|2011-12-29|2012-01-11|P|28|
|50|2012-01-12|2012-01-25|Z|33|
|50|2012-01-12|2012-01-25|T|38|
|50|2012-01-12|2012-01-25|R|1|
|50|2012-01-12|2012-01-25|P|28|
|51|2012-01-26|2012-02-08|Z|32|
|51|2012-01-26|2012-02-08|T|40|
|51|2012-01-26|2012-02-08|R|1|
|51|2012-01-26|2012-02-08|P|27|
|52|2012-02-09|2012-02-22|Z|30|
|52|2012-02-09|2012-02-22|T|38|
|52|2012-02-09|2012-02-22|R|1|
|52|2012-02-09|2012-02-22|P|31|
|53|2012-02-23|2012-03-07|Z|28|
|53|2012-02-23|2012-03-07|T|38|
|53|2012-02-23|2012-03-07|R|1|
|53|2012-02-23|2012-03-07|P|33|
|54|2012-03-08|2012-03-21|Z|29|
|54|2012-03-08|2012-03-21|T|39|
|54|2012-03-08|2012-03-21|R|1|
|54|2012-03-08|2012-03-21|P|31|
|55|2012-03-22|2012-04-04|Z|31|
|55|2012-03-22|2012-04-04|T|37|
|55|2012-03-22|2012-04-04|R|1|
|55|2012-03-22|2012-04-04|P|31|
|56|2012-04-05|2012-04-18|Z|30|
|56|2012-04-05|2012-04-18|T|37|
|56|2012-04-05|2012-04-18|R|1|
|56|2012-04-05|2012-04-18|P|32|
|57|2012-04-19|2012-05-02|Z|31|
|57|2012-04-19|2012-05-02|T|37|
|57|2012-04-19|2012-05-02|R|1|
|57|2012-04-19|2012-05-02|P|31|
|58|2012-05-03|2012-05-16|Z|31|
|58|2012-05-03|2012-05-16|T|36|
|58|2012-05-03|2012-05-16|R|1|
|58|2012-05-03|2012-05-16|P|32|
|59|2012-05-17|2012-05-30|Z|32|
|59|2012-05-17|2012-05-30|T|33|
|59|2012-05-17|2012-05-30|R|1|
|59|2012-05-17|2012-05-30|P|34|
|60|2012-05-31|2012-06-13|Z|33|
|60|2012-05-31|2012-06-13|T|32|
|60|2012-05-31|2012-06-13|R|1|
|60|2012-05-31|2012-06-13|P|34|
|61|2012-06-14|2012-06-27|Z|31|
|61|2012-06-14|2012-06-27|T|33|
|61|2012-06-14|2012-06-27|R|1|
|61|2012-06-14|2012-06-27|P|35|
|62|2012-06-28|2012-07-11|Z|29|
|62|2012-06-28|2012-07-11|T|34|
|62|2012-06-28|2012-07-11|R|1|
|62|2012-06-28|2012-07-11|P|36|
|63|2012-07-12|2012-07-25|Z|28|
|63|2012-07-12|2012-07-25|T|37|
|63|2012-07-12|2012-07-25|P|35|
|64|2012-07-26|2012-08-08|Z|29|
|64|2012-07-26|2012-08-08|T|37|
|64|2012-07-26|2012-08-08|P|34|
|65|2012-08-09|2012-08-22|Z|27|
|65|2012-08-09|2012-08-22|T|38|
|65|2012-08-09|2012-08-22|P|35|
|66|2012-08-23|2012-09-05|Z|26|
|66|2012-08-23|2012-09-05|T|38|
|66|2012-08-23|2012-09-05|P|36|
|67|2012-09-06|2012-09-19|Z|26|
|67|2012-09-06|2012-09-19|T|39|
|67|2012-09-06|2012-09-19|P|35|
|68|2012-09-20|2012-10-03|Z|26|
|68|2012-09-20|2012-10-03|T|38|
|68|2012-09-20|2012-10-03|R|1|
|68|2012-09-20|2012-10-03|P|35|
|69|2012-10-04|2012-10-17|Z|26|
|69|2012-10-04|2012-10-17|T|37|
|69|2012-10-04|2012-10-17|R|1|
|69|2012-10-04|2012-10-17|P|36|
|70|2012-10-18|2012-10-31|Z|26|
|70|2012-10-18|2012-10-31|T|38|
|70|2012-10-18|2012-10-31|R|1|
|70|2012-10-18|2012-10-31|P|35|
|71|2012-11-01|2012-11-14|Z|29|
|71|2012-11-01|2012-11-14|T|35|
|71|2012-11-01|2012-11-14|R|1|
|71|2012-11-01|2012-11-14|P|35|
|72|2012-11-15|2012-11-28|Z|30|
|72|2012-11-15|2012-11-28|T|34|
|72|2012-11-15|2012-11-28|R|1|
|72|2012-11-15|2012-11-28|P|35|
|73|2012-11-29|2012-12-12|Z|29|
|73|2012-11-29|2012-12-12|T|36|
|73|2012-11-29|2012-12-12|P|35|
|74|2012-12-13|2012-12-26|Z|30|
|74|2012-12-13|2012-12-26|T|34|
|74|2012-12-13|2012-12-26|R|1|
|74|2012-12-13|2012-12-26|P|35|
|75|2012-12-27|2013-01-09|Z|30|
|75|2012-12-27|2013-01-09|T|36|
|75|2012-12-27|2013-01-09|P|34|
|76|2013-01-10|2013-01-23|Z|29|
|76|2013-01-10|2013-01-23|T|36|
|76|2013-01-10|2013-01-23|P|35|
|77|2013-01-24|2013-02-06|Z|29|
|77|2013-01-24|2013-02-06|T|33|
|77|2013-01-24|2013-02-06|P|38|
|78|2013-02-07|2013-02-20|Z|28|
|78|2013-02-07|2013-02-20|T|34|
|78|2013-02-07|2013-02-20|P|38|
|79|2013-02-21|2013-03-06|Z|30|
|79|2013-02-21|2013-03-06|T|34|
|79|2013-02-21|2013-03-06|P|36|
|80|2013-03-07|2013-03-20|Z|30|
|80|2013-03-07|2013-03-20|T|34|
|80|2013-03-07|2013-03-20|P|36|
|81|2013-03-21|2013-04-03|Z|30|
|81|2013-03-21|2013-04-03|T|34|
|81|2013-03-21|2013-04-03|P|36|
|82|2013-04-04|2013-04-17|Z|28|
|82|2013-04-04|2013-04-17|T|31|
|82|2013-04-04|2013-04-17|R|1|
|82|2013-04-04|2013-04-17|P|40|
|83|2013-04-18|2013-05-01|Z|27|
|83|2013-04-18|2013-05-01|T|32|
|83|2013-04-18|2013-05-01|R|1|
|83|2013-04-18|2013-05-01|P|40|
|84|2013-05-02|2013-05-15|Z|28|
|84|2013-05-02|2013-05-15|T|31|
|84|2013-05-02|2013-05-15|R|1|
|84|2013-05-02|2013-05-15|P|40|
|85|2013-05-16|2013-05-29|Z|27|
|85|2013-05-16|2013-05-29|T|33|
|85|2013-05-16|2013-05-29|R|1|
|85|2013-05-16|2013-05-29|P|39|
|86|2013-05-30|2013-06-12|Z|27|
|86|2013-05-30|2013-06-12|T|32|
|86|2013-05-30|2013-06-12|R|1|
|86|2013-05-30|2013-06-12|P|40|
|87|2013-06-13|2013-06-26|Z|29|
|87|2013-06-13|2013-06-26|T|31|
|87|2013-06-13|2013-06-26|R|1|
|87|2013-06-13|2013-06-26|P|39|
|88|2013-06-27|2013-07-10|Z|29|
|88|2013-06-27|2013-07-10|T|32|
|88|2013-06-27|2013-07-10|R|1|
|88|2013-06-27|2013-07-10|P|38|
|89|2013-07-11|2013-07-24|Z|28|
|89|2013-07-11|2013-07-24|T|32|
|89|2013-07-11|2013-07-24|R|1|
|89|2013-07-11|2013-07-24|P|39|
|90|2013-07-25|2013-08-07|Z|30|
|90|2013-07-25|2013-08-07|T|31|
|90|2013-07-25|2013-08-07|R|1|
|90|2013-07-25|2013-08-07|P|38|
|91|2013-08-08|2013-08-21|Z|30|
|91|2013-08-08|2013-08-21|T|32|
|91|2013-08-08|2013-08-21|R|1|
|91|2013-08-08|2013-08-21|P|37|
|92|2013-08-22|2013-09-04|Z|29|
|92|2013-08-22|2013-09-04|T|32|
|92|2013-08-22|2013-09-04|R|1|
|92|2013-08-22|2013-09-04|P|38|
|93|2013-09-05|2013-09-18|Z|30|
|93|2013-09-05|2013-09-18|T|30|
|93|2013-09-05|2013-09-18|R|1|
|93|2013-09-05|2013-09-18|P|39|
|94|2013-09-19|2013-10-02|Z|30|
|94|2013-09-19|2013-10-02|T|30|
|94|2013-09-19|2013-10-02|R|1|
|94|2013-09-19|2013-10-02|P|39|
|95|2013-10-03|2013-10-16|Z|32|
|95|2013-10-03|2013-10-16|T|29|
|95|2013-10-03|2013-10-16|P|39|
|96|2013-10-17|2013-10-30|Z|33|
|96|2013-10-17|2013-10-30|T|29|
|96|2013-10-17|2013-10-30|P|38|
|97|2013-10-31|2013-11-13|Z|31|
|97|2013-10-31|2013-11-13|T|29|
|97|2013-10-31|2013-11-13|P|40|
|98|2013-11-14|2013-11-27|Z|31|
|98|2013-11-14|2013-11-27|T|29|
|98|2013-11-14|2013-11-27|P|40|
|99|2013-11-28|2013-12-11|Z|31|
|99|2013-11-28|2013-12-11|T|29|
|99|2013-11-28|2013-12-11|P|40|
|100|2013-12-12|2013-12-25|Z|33|
|100|2013-12-12|2013-12-25|T|30|
|100|2013-12-12|2013-12-25|P|37|
|101|2013-12-26|2014-01-08|Z|33|
|101|2013-12-26|2014-01-08|T|28|
|101|2013-12-26|2014-01-08|P|39|
|102|2014-01-09|2014-01-22|Z|32|
|102|2014-01-09|2014-01-22|T|30|
|102|2014-01-09|2014-01-22|P|38|
|103|2014-01-23|2014-02-05|Z|31|
|103|2014-01-23|2014-02-05|T|30|
|103|2014-01-23|2014-02-05|P|39|
|104|2014-02-06|2014-02-19|Z|33|
|104|2014-02-06|2014-02-19|T|29|
|104|2014-02-06|2014-02-19|P|38|
|105|2014-02-20|2014-03-05|Z|33|
|105|2014-02-20|2014-03-05|T|29|
|105|2014-02-20|2014-03-05|P|38|
|106|2014-03-06|2014-03-19|Z|33|
|106|2014-03-06|2014-03-19|T|29|
|106|2014-03-06|2014-03-19|P|38|
|107|2014-03-20|2014-04-02|Z|33|
|107|2014-03-20|2014-04-02|T|27|
|107|2014-03-20|2014-04-02|P|40|
|108|2014-04-03|2014-04-16|Z|31|
|108|2014-04-03|2014-04-16|T|28|
|108|2014-04-03|2014-04-16|P|41|
|109|2014-04-17|2014-04-30|Z|32|
|109|2014-04-17|2014-04-30|T|28|
|109|2014-04-17|2014-04-30|P|40|
|110|2014-05-01|2014-05-14|Z|32|
|110|2014-05-01|2014-05-14|T|27|
|110|2014-05-01|2014-05-14|P|41|
|111|2014-05-15|2014-05-28|Z|32|
|111|2014-05-15|2014-05-28|T|28|
|111|2014-05-15|2014-05-28|P|40|
|112|2014-05-29|2014-06-11|Z|33|
|112|2014-05-29|2014-06-11|T|27|
|112|2014-05-29|2014-06-11|P|40|
|113|2014-06-12|2014-06-25|Z|33|
|113|2014-06-12|2014-06-25|T|27|
|113|2014-06-12|2014-06-25|P|40|
|114|2014-06-26|2014-07-09|Z|33|
|114|2014-06-26|2014-07-09|T|28|
|114|2014-06-26|2014-07-09|P|39|
|115|2014-07-10|2014-07-23|Z|34|
|115|2014-07-10|2014-07-23|T|28|
|115|2014-07-10|2014-07-23|P|38|
|116|2014-07-24|2014-08-06|Z|35|
|116|2014-07-24|2014-08-06|T|26|
|116|2014-07-24|2014-08-06|P|39|
|117|2014-08-07|2014-08-20|Z|34|
|117|2014-08-07|2014-08-20|T|30|
|117|2014-08-07|2014-08-20|P|36|
|118|2014-08-21|2014-09-03|Z|34|
|118|2014-08-21|2014-09-03|T|30|
|118|2014-08-21|2014-09-03|P|36|
|119|2014-09-04|2014-09-17|Z|35|
|119|2014-09-04|2014-09-17|T|29|
|119|2014-09-04|2014-09-17|P|36|
|120|2014-09-18|2014-10-01|Z|34|
|120|2014-09-18|2014-10-01|T|30|
|120|2014-09-18|2014-10-01|P|36|
|121|2014-10-02|2014-10-15|Z|33|
|121|2014-10-02|2014-10-15|T|31|
|121|2014-10-02|2014-10-15|P|36|
|122|2014-10-16|2014-10-29|Z|32|
|122|2014-10-16|2014-10-29|T|33|
|122|2014-10-16|2014-10-29|P|35|
|123|2014-10-30|2014-11-12|Z|32|
|123|2014-10-30|2014-11-12|T|33|
|123|2014-10-30|2014-11-12|P|35|
|124|2014-11-13|2014-11-26|Z|32|
|124|2014-11-13|2014-11-26|T|33|
|124|2014-11-13|2014-11-26|P|35|
|125|2014-11-27|2014-12-10|Z|31|
|125|2014-11-27|2014-12-10|T|32|
|125|2014-11-27|2014-12-10|P|37|
|126|2014-12-11|2014-12-24|Z|33|
|126|2014-12-11|2014-12-24|T|32|
|126|2014-12-11|2014-12-24|P|35|
|127|2014-12-25|2015-01-07|Z|32|
|127|2014-12-25|2015-01-07|T|32|
|127|2014-12-25|2015-01-07|P|36|
|128|2015-01-08|2015-01-21|Z|32|
|128|2015-01-08|2015-01-21|T|32|
|128|2015-01-08|2015-01-21|P|36|
|129|2015-01-22|2015-02-04|Z|32|
|129|2015-01-22|2015-02-04|T|32|
|129|2015-01-22|2015-02-04|P|36|
|130|2015-02-05|2015-02-18|Z|33|
|130|2015-02-05|2015-02-18|T|31|
|130|2015-02-05|2015-02-18|P|36|
|131|2015-02-19|2015-03-04|Z|33|
|131|2015-02-19|2015-03-04|T|31|
|131|2015-02-19|2015-03-04|P|36|
|132|2015-03-05|2015-03-18|Z|33|
|132|2015-03-05|2015-03-18|T|31|
|132|2015-03-05|2015-03-18|P|36|
|133|2015-03-19|2015-04-01|Z|32|
|133|2015-03-19|2015-04-01|T|31|
|133|2015-03-19|2015-04-01|P|37|
|134|2015-04-02|2015-04-15|Z|32|
|134|2015-04-02|2015-04-15|T|32|
|134|2015-04-02|2015-04-15|P|36|
|135|2015-04-16|2015-04-29|Z|32|
|135|2015-04-16|2015-04-29|T|32|
|135|2015-04-16|2015-04-29|P|36|
|136|2015-04-30|2015-05-13|Z|32|
|136|2015-04-30|2015-05-13|T|32|
|136|2015-04-30|2015-05-13|P|36|
|137|2015-05-14|2015-05-27|Z|32|
|137|2015-05-14|2015-05-27|T|31|
|137|2015-05-14|2015-05-27|P|37|
|138|2015-05-28|2015-06-10|Z|32|
|138|2015-05-28|2015-06-10|T|32|
|138|2015-05-28|2015-06-10|P|36|
|139|2015-06-11|2015-06-24|Z|31|
|139|2015-06-11|2015-06-24|T|33|
|139|2015-06-11|2015-06-24|P|36|
|140|2015-06-25|2015-07-08|Z|31|
|140|2015-06-25|2015-07-08|T|33|
|140|2015-06-25|2015-07-08|P|36|
|141|2015-07-09|2015-07-22|Z|31|
|141|2015-07-09|2015-07-22|T|33|
|141|2015-07-09|2015-07-22|P|36|
|142|2015-07-23|2015-08-05|Z|31|
|142|2015-07-23|2015-08-05|T|33|
|142|2015-07-23|2015-08-05|P|36|
|143|2015-08-06|2015-08-19|Z|31|
|143|2015-08-06|2015-08-19|T|33|
|143|2015-08-06|2015-08-19|P|36|
|144|2015-08-20|2015-09-02|Z|31|
|144|2015-08-20|2015-09-02|T|33|
|144|2015-08-20|2015-09-02|P|36|
|145|2015-09-03|2015-09-16|Z|31|
|145|2015-09-03|2015-09-16|T|33|
|145|2015-09-03|2015-09-16|P|36|
|146|2015-09-17|2015-09-30|Z|31|
|146|2015-09-17|2015-09-30|T|33|
|146|2015-09-17|2015-09-30|P|36|
|147|2015-10-01|2015-10-14|Z|31|
|147|2015-10-01|2015-10-14|T|32|
|147|2015-10-01|2015-10-14|P|37|
|148|2015-10-15|2015-10-28|Z|31|
|148|2015-10-15|2015-10-28|T|32|
|148|2015-10-15|2015-10-28|P|37|
|149|2015-10-29|2015-11-11|Z|31|
|149|2015-10-29|2015-11-11|T|32|
|149|2015-10-29|2015-11-11|P|37|
|150|2015-11-12|2015-11-25|Z|31|
|150|2015-11-12|2015-11-25|T|32|
|150|2015-11-12|2015-11-25|P|37|
|151|2015-11-26|2015-12-09|Z|31|
|151|2015-11-26|2015-12-09|T|32|
|151|2015-11-26|2015-12-09|P|37|
|152|2015-12-10|2015-12-23|Z|31|
|152|2015-12-10|2015-12-23|T|34|
|152|2015-12-10|2015-12-23|P|35|
|153|2015-12-24|2016-01-06|Z|30|
|153|2015-12-24|2016-01-06|T|34|
|153|2015-12-24|2016-01-06|P|36|
|154|2016-01-07|2016-01-20|Z|30|
|154|2016-01-07|2016-01-20|T|34|
|154|2016-01-07|2016-01-20|P|36|
|155|2016-01-21|2016-02-03|Z|30|
|155|2016-01-21|2016-02-03|T|34|
|155|2016-01-21|2016-02-03|P|36|
|156|2016-02-04|2016-02-17|Z|30|
|156|2016-02-04|2016-02-17|T|34|
|156|2016-02-04|2016-02-17|P|36|
|157|2016-02-18|2016-03-02|Z|30|
|157|2016-02-18|2016-03-02|T|34|
|157|2016-02-18|2016-03-02|P|36|
|158|2016-03-03|2016-03-16|Z|30|
|158|2016-03-03|2016-03-16|T|34|
|158|2016-03-03|2016-03-16|P|36|
|159|2016-03-17|2016-03-30|Z|30|
|159|2016-03-17|2016-03-30|T|34|
|159|2016-03-17|2016-03-30|P|36|
|160|2016-03-31|2016-04-13|Z|30|
|160|2016-03-31|2016-04-13|T|34|
|160|2016-03-31|2016-04-13|P|36|
|161|2016-04-14|2016-04-27|Z|30|
|161|2016-04-14|2016-04-27|T|34|
|161|2016-04-14|2016-04-27|P|36|
|162|2016-04-28|2016-05-11|Z|30|
|162|2016-04-28|2016-05-11|T|34|
|162|2016-04-28|2016-05-11|P|36|
|163|2016-05-12|2016-05-25|Z|30|
|163|2016-05-12|2016-05-25|T|34|
|163|2016-05-12|2016-05-25|P|36|
|164|2016-05-26|2016-06-08|Z|30|
|164|2016-05-26|2016-06-08|T|34|
|164|2016-05-26|2016-06-08|P|36|
|165|2016-06-09|2016-06-22|Z|30|
|165|2016-06-09|2016-06-22|T|34|
|165|2016-06-09|2016-06-22|P|36|
|166|2016-06-23|2016-07-06|Z|29|
|166|2016-06-23|2016-07-06|T|35|
|166|2016-06-23|2016-07-06|P|36|
|167|2016-07-07|2016-07-20|Z|30|
|167|2016-07-07|2016-07-20|T|34|
|167|2016-07-07|2016-07-20|P|36|
|168|2016-07-21|2016-08-03|Z|30|
|168|2016-07-21|2016-08-03|T|34|
|168|2016-07-21|2016-08-03|P|36|
|169|2016-08-04|2016-08-17|Z|30|
|169|2016-08-04|2016-08-17|T|34|
|169|2016-08-04|2016-08-17|P|36|
|170|2016-08-18|2016-08-31|Z|29|
|170|2016-08-18|2016-08-31|T|35|
|170|2016-08-18|2016-08-31|P|36|
|171|2016-09-01|2016-09-14|Z|29|
|171|2016-09-01|2016-09-14|T|35|
|171|2016-09-01|2016-09-14|P|36|
|172|2016-09-15|2016-09-28|Z|30|
|172|2016-09-15|2016-09-28|T|34|
|172|2016-09-15|2016-09-28|P|36|
|173|2016-09-29|2016-10-12|Z|30|
|173|2016-09-29|2016-10-12|T|34|
|173|2016-09-29|2016-10-12|P|36|
|174|2016-10-13|2016-10-26|Z|29|
|174|2016-10-13|2016-10-26|T|35|
|174|2016-10-13|2016-10-26|P|36|
|175|2016-10-27|2016-11-09|Z|29|
|175|2016-10-27|2016-11-09|T|35|
|175|2016-10-27|2016-11-09|P|36|
|176|2016-11-10|2016-11-23|Z|30|
|176|2016-11-10|2016-11-23|T|35|
|176|2016-11-10|2016-11-23|P|35|
|177|2016-11-24|2016-12-07|Z|30|
|177|2016-11-24|2016-12-07|T|35|
|177|2016-11-24|2016-12-07|P|35|
|178|2016-12-08|2016-12-21|Z|30|
|178|2016-12-08|2016-12-21|T|35|
|178|2016-12-08|2016-12-21|P|35|
|179|2016-12-22|2017-01-04|Z|30|
|179|2016-12-22|2017-01-04|T|35|
|179|2016-12-22|2017-01-04|P|35|
|180|2017-01-05|2017-01-18|Z|30|
|180|2017-01-05|2017-01-18|T|34|
|180|2017-01-05|2017-01-18|P|36|
|181|2017-01-19|2017-02-01|Z|30|
|181|2017-01-19|2017-02-01|T|35|
|181|2017-01-19|2017-02-01|P|35|
|182|2017-02-02|2017-02-15|Z|30|
|182|2017-02-02|2017-02-15|T|34|
|182|2017-02-02|2017-02-15|P|36|
|183|2017-02-16|2017-03-01|Z|30|
|183|2017-02-16|2017-03-01|T|35|
|183|2017-02-16|2017-03-01|P|35|
|184|2017-03-02|2017-03-15|Z|29|
|184|2017-03-02|2017-03-15|T|35|
|184|2017-03-02|2017-03-15|P|36|
|185|2017-03-16|2017-03-29|Z|30|
|185|2017-03-16|2017-03-29|T|34|
|185|2017-03-16|2017-03-29|P|36|
|186|2017-03-30|2017-04-12|Z|30|
|186|2017-03-30|2017-04-12|T|34|
|186|2017-03-30|2017-04-12|P|36|
|187|2017-04-13|2017-04-26|Z|30|
|187|2017-04-13|2017-04-26|T|34|
|187|2017-04-13|2017-04-26|P|36|
|188|2017-04-27|2017-05-10|Z|30|
|188|2017-04-27|2017-05-10|T|34|
|188|2017-04-27|2017-05-10|P|36|
|189|2017-05-11|2017-05-24|Z|30|
|189|2017-05-11|2017-05-24|T|34|
|189|2017-05-11|2017-05-24|P|36|
|190|2017-05-25|2017-06-07|Z|30|
|190|2017-05-25|2017-06-07|T|34|
|190|2017-05-25|2017-06-07|P|36|
|191|2017-06-08|2017-06-21|Z|31|
|191|2017-06-08|2017-06-21|T|34|
|191|2017-06-08|2017-06-21|P|35|
|192|2017-06-22|2017-07-05|Z|31|
|192|2017-06-22|2017-07-05|T|34|
|192|2017-06-22|2017-07-05|P|35|
|193|2017-07-06|2017-07-19|Z|31|
|193|2017-07-06|2017-07-19|T|34|
|193|2017-07-06|2017-07-19|P|35|
|194|2017-07-20|2017-08-02|Z|30|
|194|2017-07-20|2017-08-02|T|35|
|194|2017-07-20|2017-08-02|P|35|
|195|2017-08-03|2017-08-16|Z|30|
|195|2017-08-03|2017-08-16|T|35|
