|Period ID|Period start|Period end|Race|Count of race in period|
|70|2012-10-18|2012-10-31|Z|36|
|70|2012-10-18|2012-10-31|T|27|
|70|2012-10-18|2012-10-31|S|1|
|70|2012-10-18|2012-10-31|P|36|
|71|2012-11-01|2012-11-14|Z|36|
|71|2012-11-01|2012-11-14|T|27|
|71|2012-11-01|2012-11-14|S|1|
|71|2012-11-01|2012-11-14|P|36|
|72|2012-11-15|2012-11-28|Z|35|
|72|2012-11-15|2012-11-28|T|27|
|72|2012-11-15|2012-11-28|S|1|
|72|2012-11-15|2012-11-28|P|37|
|73|2012-11-29|2012-12-12|Z|37|
|73|2012-11-29|2012-12-12|T|25|
|73|2012-11-29|2012-12-12|S|1|
|73|2012-11-29|2012-12-12|P|37|
|74|2012-12-13|2012-12-26|Z|36|
|74|2012-12-13|2012-12-26|T|26|
|74|2012-12-13|2012-12-26|S|1|
|74|2012-12-13|2012-12-26|P|37|
|75|2012-12-27|2013-01-09|Z|35|
|75|2012-12-27|2013-01-09|T|26|
|75|2012-12-27|2013-01-09|S|1|
|75|2012-12-27|2013-01-09|P|38|
|76|2013-01-10|2013-01-23|Z|36|
|76|2013-01-10|2013-01-23|T|26|
|76|2013-01-10|2013-01-23|S|1|
|76|2013-01-10|2013-01-23|P|37|
|77|2013-01-24|2013-02-06|Z|36|
|77|2013-01-24|2013-02-06|T|27|
|77|2013-01-24|2013-02-06|S|1|
|77|2013-01-24|2013-02-06|P|36|
|78|2013-02-07|2013-02-20|Z|35|
|78|2013-02-07|2013-02-20|T|26|
|78|2013-02-07|2013-02-20|S|1|
|78|2013-02-07|2013-02-20|P|38|
|79|2013-02-21|2013-03-06|Z|38|
|79|2013-02-21|2013-03-06|T|25|
|79|2013-02-21|2013-03-06|S|1|
|79|2013-02-21|2013-03-06|P|36|
|80|2013-03-07|2013-03-20|Z|39|
|80|2013-03-07|2013-03-20|T|25|
|80|2013-03-07|2013-03-20|S|1|
|80|2013-03-07|2013-03-20|P|35|
|81|2013-03-21|2013-04-03|Z|38|
|81|2013-03-21|2013-04-03|T|25|
|81|2013-03-21|2013-04-03|S|1|
|81|2013-03-21|2013-04-03|P|36|
|82|2013-04-04|2013-04-17|Z|39|
|82|2013-04-04|2013-04-17|T|25|
|82|2013-04-04|2013-04-17|S|1|
|82|2013-04-04|2013-04-17|P|35|
|83|2013-04-18|2013-05-01|Z|39|
|83|2013-04-18|2013-05-01|T|26|
|83|2013-04-18|2013-05-01|S|1|
|83|2013-04-18|2013-05-01|P|34|
|84|2013-05-02|2013-05-15|Z|38|
|84|2013-05-02|2013-05-15|T|27|
|84|2013-05-02|2013-05-15|S|1|
|84|2013-05-02|2013-05-15|P|34|
|85|2013-05-16|2013-05-29|Z|38|
|85|2013-05-16|2013-05-29|T|26|
|85|2013-05-16|2013-05-29|S|1|
|85|2013-05-16|2013-05-29|P|35|
|86|2013-05-30|2013-06-12|Z|40|
|86|2013-05-30|2013-06-12|T|25|
|86|2013-05-30|2013-06-12|S|1|
|86|2013-05-30|2013-06-12|P|34|
|87|2013-06-13|2013-06-26|Z|38|
|87|2013-06-13|2013-06-26|T|28|
|87|2013-06-13|2013-06-26|S|1|
|87|2013-06-13|2013-06-26|P|33|
|88|2013-06-27|2013-07-10|Z|38|
|88|2013-06-27|2013-07-10|T|27|
|88|2013-06-27|2013-07-10|S|1|
|88|2013-06-27|2013-07-10|P|34|
|89|2013-07-11|2013-07-24|Z|37|
|89|2013-07-11|2013-07-24|T|27|
|89|2013-07-11|2013-07-24|S|1|
|89|2013-07-11|2013-07-24|P|35|
|90|2013-07-25|2013-08-07|Z|37|
|90|2013-07-25|2013-08-07|T|26|
|90|2013-07-25|2013-08-07|S|1|
|90|2013-07-25|2013-08-07|P|36|
|91|2013-08-08|2013-08-21|Z|37|
|91|2013-08-08|2013-08-21|T|25|
|91|2013-08-08|2013-08-21|S|1|
|91|2013-08-08|2013-08-21|P|37|
|92|2013-08-22|2013-09-04|Z|37|
|92|2013-08-22|2013-09-04|T|25|
|92|2013-08-22|2013-09-04|S|1|
|92|2013-08-22|2013-09-04|P|37|
|93|2013-09-05|2013-09-18|Z|37|
|93|2013-09-05|2013-09-18|T|25|
|93|2013-09-05|2013-09-18|S|1|
|93|2013-09-05|2013-09-18|P|37|
|94|2013-09-19|2013-10-02|Z|38|
|94|2013-09-19|2013-10-02|T|26|
|94|2013-09-19|2013-10-02|S|1|
|94|2013-09-19|2013-10-02|P|35|
|95|2013-10-03|2013-10-16|Z|38|
|95|2013-10-03|2013-10-16|T|26|
|95|2013-10-03|2013-10-16|S|1|
|95|2013-10-03|2013-10-16|P|35|
|96|2013-10-17|2013-10-30|Z|38|
|96|2013-10-17|2013-10-30|T|26|
|96|2013-10-17|2013-10-30|S|1|
|96|2013-10-17|2013-10-30|P|35|
|97|2013-10-31|2013-11-13|Z|38|
|97|2013-10-31|2013-11-13|T|26|
|97|2013-10-31|2013-11-13|S|1|
|97|2013-10-31|2013-11-13|P|35|
|98|2013-11-14|2013-11-27|Z|36|
|98|2013-11-14|2013-11-27|T|26|
|98|2013-11-14|2013-11-27|S|1|
|98|2013-11-14|2013-11-27|P|37|
|99|2013-11-28|2013-12-11|Z|34|
|99|2013-11-28|2013-12-11|T|26|
|99|2013-11-28|2013-12-11|S|1|
|99|2013-11-28|2013-12-11|P|39|
|100|2013-12-12|2013-12-25|Z|35|
|100|2013-12-12|2013-12-25|T|26|
|100|2013-12-12|2013-12-25|S|1|
|100|2013-12-12|2013-12-25|P|38|
|101|2013-12-26|2014-01-08|Z|35|
|101|2013-12-26|2014-01-08|T|26|
|101|2013-12-26|2014-01-08|S|1|
|101|2013-12-26|2014-01-08|P|38|
|102|2014-01-09|2014-01-22|Z|35|
|102|2014-01-09|2014-01-22|T|25|
|102|2014-01-09|2014-01-22|S|1|
|102|2014-01-09|2014-01-22|P|39|
|103|2014-01-23|2014-02-05|Z|35|
|103|2014-01-23|2014-02-05|T|24|
|103|2014-01-23|2014-02-05|S|1|
|103|2014-01-23|2014-02-05|P|40|
|104|2014-02-06|2014-02-19|Z|35|
|104|2014-02-06|2014-02-19|T|24|
|104|2014-02-06|2014-02-19|S|1|
|104|2014-02-06|2014-02-19|P|40|
|105|2014-02-20|2014-03-05|Z|35|
|105|2014-02-20|2014-03-05|T|24|
|105|2014-02-20|2014-03-05|S|1|
|105|2014-02-20|2014-03-05|P|40|
|106|2014-03-06|2014-03-19|Z|36|
|106|2014-03-06|2014-03-19|T|24|
|106|2014-03-06|2014-03-19|S|1|
|106|2014-03-06|2014-03-19|P|39|
|107|2014-03-20|2014-04-02|Z|37|
|107|2014-03-20|2014-04-02|T|23|
|107|2014-03-20|2014-04-02|S|1|
|107|2014-03-20|2014-04-02|P|39|
|108|2014-04-03|2014-04-16|Z|37|
|108|2014-04-03|2014-04-16|T|22|
|108|2014-04-03|2014-04-16|S|1|
|108|2014-04-03|2014-04-16|P|40|
|109|2014-04-17|2014-04-30|Z|37|
|109|2014-04-17|2014-04-30|T|22|
|109|2014-04-17|2014-04-30|S|1|
|109|2014-04-17|2014-04-30|P|40|
|110|2014-05-01|2014-05-14|Z|36|
|110|2014-05-01|2014-05-14|T|21|
|110|2014-05-01|2014-05-14|S|1|
|110|2014-05-01|2014-05-14|P|42|
|111|2014-05-15|2014-05-28|Z|38|
|111|2014-05-15|2014-05-28|T|21|
|111|2014-05-15|2014-05-28|S|1|
|111|2014-05-15|2014-05-28|P|40|
|112|2014-05-29|2014-06-11|Z|38|
|112|2014-05-29|2014-06-11|T|21|
|112|2014-05-29|2014-06-11|S|1|
|112|2014-05-29|2014-06-11|P|40|
|113|2014-06-12|2014-06-25|Z|38|
|113|2014-06-12|2014-06-25|T|21|
|113|2014-06-12|2014-06-25|S|1|
|113|2014-06-12|2014-06-25|P|40|
|114|2014-06-26|2014-07-09|Z|39|
|114|2014-06-26|2014-07-09|T|21|
|114|2014-06-26|2014-07-09|S|1|
|114|2014-06-26|2014-07-09|P|39|
|115|2014-07-10|2014-07-23|Z|41|
|115|2014-07-10|2014-07-23|T|20|
|115|2014-07-10|2014-07-23|S|1|
|115|2014-07-10|2014-07-23|P|38|
|116|2014-07-24|2014-08-06|Z|39|
|116|2014-07-24|2014-08-06|T|21|
|116|2014-07-24|2014-08-06|S|1|
|116|2014-07-24|2014-08-06|P|39|
|117|2014-08-07|2014-08-20|Z|40|
|117|2014-08-07|2014-08-20|T|20|
|117|2014-08-07|2014-08-20|S|1|
|117|2014-08-07|2014-08-20|P|39|
|118|2014-08-21|2014-09-03|Z|40|
|118|2014-08-21|2014-09-03|T|21|
|118|2014-08-21|2014-09-03|S|1|
|118|2014-08-21|2014-09-03|P|38|
|119|2014-09-04|2014-09-17|Z|38|
|119|2014-09-04|2014-09-17|T|22|
|119|2014-09-04|2014-09-17|S|1|
|119|2014-09-04|2014-09-17|P|39|
|120|2014-09-18|2014-10-01|Z|39|
|120|2014-09-18|2014-10-01|T|22|
|120|2014-09-18|2014-10-01|S|1|
|120|2014-09-18|2014-10-01|P|38|
|121|2014-10-02|2014-10-15|Z|37|
|121|2014-10-02|2014-10-15|T|22|
|121|2014-10-02|2014-10-15|S|1|
|121|2014-10-02|2014-10-15|P|40|
|122|2014-10-16|2014-10-29|Z|39|
|122|2014-10-16|2014-10-29|T|21|
|122|2014-10-16|2014-10-29|S|1|
|122|2014-10-16|2014-10-29|P|39|
|123|2014-10-30|2014-11-12|Z|40|
|123|2014-10-30|2014-11-12|T|21|
|123|2014-10-30|2014-11-12|S|1|
|123|2014-10-30|2014-11-12|P|38|
|124|2014-11-13|2014-11-26|Z|39|
|124|2014-11-13|2014-11-26|T|20|
|124|2014-11-13|2014-11-26|S|1|
|124|2014-11-13|2014-11-26|P|40|
|125|2014-11-27|2014-12-10|Z|39|
|125|2014-11-27|2014-12-10|T|20|
|125|2014-11-27|2014-12-10|S|1|
|125|2014-11-27|2014-12-10|P|40|
|126|2014-12-11|2014-12-24|Z|40|
|126|2014-12-11|2014-12-24|T|20|
|126|2014-12-11|2014-12-24|S|1|
|126|2014-12-11|2014-12-24|P|39|
|127|2014-12-25|2015-01-07|Z|40|
|127|2014-12-25|2015-01-07|T|20|
|127|2014-12-25|2015-01-07|S|1|
|127|2014-12-25|2015-01-07|P|39|
|128|2015-01-08|2015-01-21|Z|38|
|128|2015-01-08|2015-01-21|T|19|
|128|2015-01-08|2015-01-21|S|1|
|128|2015-01-08|2015-01-21|P|42|
|129|2015-01-22|2015-02-04|Z|38|
|129|2015-01-22|2015-02-04|T|20|
|129|2015-01-22|2015-02-04|S|1|
|129|2015-01-22|2015-02-04|P|41|
|130|2015-02-05|2015-02-18|Z|38|
|130|2015-02-05|2015-02-18|T|20|
|130|2015-02-05|2015-02-18|S|1|
|130|2015-02-05|2015-02-18|P|41|
|131|2015-02-19|2015-03-04|Z|39|
|131|2015-02-19|2015-03-04|T|21|
|131|2015-02-19|2015-03-04|S|1|
|131|2015-02-19|2015-03-04|P|39|
|132|2015-03-05|2015-03-18|Z|39|
|132|2015-03-05|2015-03-18|T|21|
|132|2015-03-05|2015-03-18|S|1|
|132|2015-03-05|2015-03-18|P|39|
|133|2015-03-19|2015-04-01|Z|39|
|133|2015-03-19|2015-04-01|T|21|
|133|2015-03-19|2015-04-01|S|1|
|133|2015-03-19|2015-04-01|P|39|
|134|2015-04-02|2015-04-15|Z|39|
|134|2015-04-02|2015-04-15|T|21|
|134|2015-04-02|2015-04-15|S|1|
|134|2015-04-02|2015-04-15|P|39|
|135|2015-04-16|2015-04-29|Z|37|
|135|2015-04-16|2015-04-29|T|22|
|135|2015-04-16|2015-04-29|S|1|
|135|2015-04-16|2015-04-29|P|40|
|136|2015-04-30|2015-05-13|Z|37|
|136|2015-04-30|2015-05-13|T|21|
|136|2015-04-30|2015-05-13|S|1|
|136|2015-04-30|2015-05-13|P|41|
|137|2015-05-14|2015-05-27|Z|37|
|137|2015-05-14|2015-05-27|T|22|
|137|2015-05-14|2015-05-27|S|1|
|137|2015-05-14|2015-05-27|P|40|
|138|2015-05-28|2015-06-10|Z|37|
|138|2015-05-28|2015-06-10|T|21|
|138|2015-05-28|2015-06-10|S|1|
|138|2015-05-28|2015-06-10|P|41|
|139|2015-06-11|2015-06-24|Z|38|
|139|2015-06-11|2015-06-24|T|21|
|139|2015-06-11|2015-06-24|S|1|
|139|2015-06-11|2015-06-24|P|40|
|140|2015-06-25|2015-07-08|Z|38|
|140|2015-06-25|2015-07-08|T|19|
|140|2015-06-25|2015-07-08|S|1|
|140|2015-06-25|2015-07-08|P|42|
|141|2015-07-09|2015-07-22|Z|39|
|141|2015-07-09|2015-07-22|T|19|
|141|2015-07-09|2015-07-22|S|1|
|141|2015-07-09|2015-07-22|P|41|
|142|2015-07-23|2015-08-05|Z|39|
|142|2015-07-23|2015-08-05|T|20|
|142|2015-07-23|2015-08-05|S|1|
|142|2015-07-23|2015-08-05|P|40|
|143|2015-08-06|2015-08-19|Z|39|
|143|2015-08-06|2015-08-19|T|20|
|143|2015-08-06|2015-08-19|S|1|
|143|2015-08-06|2015-08-19|P|40|
|144|2015-08-20|2015-09-02|Z|40|
|144|2015-08-20|2015-09-02|T|19|
|144|2015-08-20|2015-09-02|S|1|
|144|2015-08-20|2015-09-02|P|40|
|145|2015-09-03|2015-09-16|Z|39|
|145|2015-09-03|2015-09-16|T|19|
|145|2015-09-03|2015-09-16|S|1|
|145|2015-09-03|2015-09-16|P|41|
|146|2015-09-17|2015-09-30|Z|39|
|146|2015-09-17|2015-09-30|T|20|
|146|2015-09-17|2015-09-30|S|1|
|146|2015-09-17|2015-09-30|P|40|
|147|2015-10-01|2015-10-14|Z|39|
|147|2015-10-01|2015-10-14|T|19|
|147|2015-10-01|2015-10-14|S|1|
|147|2015-10-01|2015-10-14|P|41|
|148|2015-10-15|2015-10-28|Z|40|
|148|2015-10-15|2015-10-28|T|20|
|148|2015-10-15|2015-10-28|S|1|
|148|2015-10-15|2015-10-28|P|39|
|149|2015-10-29|2015-11-11|Z|40|
|149|2015-10-29|2015-11-11|T|20|
|149|2015-10-29|2015-11-11|S|1|
|149|2015-10-29|2015-11-11|P|39|
|150|2015-11-12|2015-11-25|Z|41|
|150|2015-11-12|2015-11-25|T|19|
|150|2015-11-12|2015-11-25|S|1|
|150|2015-11-12|2015-11-25|P|39|
|151|2015-11-26|2015-12-09|Z|39|
|151|2015-11-26|2015-12-09|T|20|
|151|2015-11-26|2015-12-09|S|1|
|151|2015-11-26|2015-12-09|P|40|
|152|2015-12-10|2015-12-23|Z|40|
|152|2015-12-10|2015-12-23|T|19|
|152|2015-12-10|2015-12-23|S|1|
|152|2015-12-10|2015-12-23|P|40|
|153|2015-12-24|2016-01-06|Z|40|
|153|2015-12-24|2016-01-06|T|19|
|153|2015-12-24|2016-01-06|S|1|
|153|2015-12-24|2016-01-06|P|40|
|154|2016-01-07|2016-01-20|Z|39|
|154|2016-01-07|2016-01-20|T|21|
|154|2016-01-07|2016-01-20|S|1|
|154|2016-01-07|2016-01-20|P|39|
|155|2016-01-21|2016-02-03|Z|40|
|155|2016-01-21|2016-02-03|T|21|
|155|2016-01-21|2016-02-03|S|1|
|155|2016-01-21|2016-02-03|P|38|
|156|2016-02-04|2016-02-17|Z|40|
|156|2016-02-04|2016-02-17|T|23|
|156|2016-02-04|2016-02-17|S|1|
|156|2016-02-04|2016-02-17|P|36|
|157|2016-02-18|2016-03-02|Z|41|
|157|2016-02-18|2016-03-02|T|22|
|157|2016-02-18|2016-03-02|S|1|
|157|2016-02-18|2016-03-02|P|36|
|158|2016-03-03|2016-03-16|Z|41|
|158|2016-03-03|2016-03-16|T|22|
|158|2016-03-03|2016-03-16|S|1|
|158|2016-03-03|2016-03-16|P|36|
|159|2016-03-17|2016-03-30|Z|41|
|159|2016-03-17|2016-03-30|T|23|
|159|2016-03-17|2016-03-30|S|1|
|159|2016-03-17|2016-03-30|P|35|
|160|2016-03-31|2016-04-13|Z|41|
|160|2016-03-31|2016-04-13|T|22|
|160|2016-03-31|2016-04-13|S|1|
|160|2016-03-31|2016-04-13|P|36|
|161|2016-04-14|2016-04-27|Z|40|
|161|2016-04-14|2016-04-27|T|22|
|161|2016-04-14|2016-04-27|S|1|
|161|2016-04-14|2016-04-27|P|37|
|162|2016-04-28|2016-05-11|Z|39|
|162|2016-04-28|2016-05-11|T|22|
|162|2016-04-28|2016-05-11|S|1|
|162|2016-04-28|2016-05-11|P|38|
|163|2016-05-12|2016-05-25|Z|39|
|163|2016-05-12|2016-05-25|T|23|
|163|2016-05-12|2016-05-25|S|1|
|163|2016-05-12|2016-05-25|P|37|
|164|2016-05-26|2016-06-08|Z|38|
|164|2016-05-26|2016-06-08|T|24|
