|Period ID|Period start|Period end|Race|Count of race in period|
|64|2012-07-26|2012-08-08|Z|17|
|64|2012-07-26|2012-08-08|T|10|
|64|2012-07-26|2012-08-08|S|1|
|64|2012-07-26|2012-08-08|P|26|
|65|2012-08-09|2012-08-22|Z|17|
|65|2012-08-09|2012-08-22|T|10|
|65|2012-08-09|2012-08-22|S|1|
|65|2012-08-09|2012-08-22|P|26|
|66|2012-08-23|2012-09-05|Z|19|
|66|2012-08-23|2012-09-05|T|10|
|66|2012-08-23|2012-09-05|S|1|
|66|2012-08-23|2012-09-05|P|26|
|67|2012-09-06|2012-09-19|Z|19|
|67|2012-09-06|2012-09-19|T|10|
|67|2012-09-06|2012-09-19|S|1|
|67|2012-09-06|2012-09-19|P|26|
|68|2012-09-20|2012-10-03|Z|19|
|68|2012-09-20|2012-10-03|T|11|
|68|2012-09-20|2012-10-03|S|1|
|68|2012-09-20|2012-10-03|P|26|
|69|2012-10-04|2012-10-17|Z|19|
|69|2012-10-04|2012-10-17|T|11|
|69|2012-10-04|2012-10-17|S|1|
|69|2012-10-04|2012-10-17|P|26|
|70|2012-10-18|2012-10-31|Z|19|
|70|2012-10-18|2012-10-31|T|11|
|70|2012-10-18|2012-10-31|S|1|
|70|2012-10-18|2012-10-31|P|26|
|71|2012-11-01|2012-11-14|Z|19|
|71|2012-11-01|2012-11-14|T|11|
|71|2012-11-01|2012-11-14|S|1|
|71|2012-11-01|2012-11-14|P|26|
|72|2012-11-15|2012-11-28|Z|19|
|72|2012-11-15|2012-11-28|T|11|
|72|2012-11-15|2012-11-28|S|1|
|72|2012-11-15|2012-11-28|P|26|
|73|2012-11-29|2012-12-12|Z|19|
|73|2012-11-29|2012-12-12|T|11|
|73|2012-11-29|2012-12-12|S|1|
|73|2012-11-29|2012-12-12|P|26|
|74|2012-12-13|2012-12-26|Z|19|
|74|2012-12-13|2012-12-26|T|11|
|74|2012-12-13|2012-12-26|S|1|
|74|2012-12-13|2012-12-26|P|26|
|75|2012-12-27|2013-01-09|Z|19|
|75|2012-12-27|2013-01-09|T|11|
|75|2012-12-27|2013-01-09|S|1|
|75|2012-12-27|2013-01-09|P|26|
|76|2013-01-10|2013-01-23|Z|19|
|76|2013-01-10|2013-01-23|T|11|
|76|2013-01-10|2013-01-23|S|1|
|76|2013-01-10|2013-01-23|P|27|
|77|2013-01-24|2013-02-06|Z|19|
|77|2013-01-24|2013-02-06|T|11|
|77|2013-01-24|2013-02-06|S|1|
|77|2013-01-24|2013-02-06|P|27|
|78|2013-02-07|2013-02-20|Z|19|
|78|2013-02-07|2013-02-20|T|11|
|78|2013-02-07|2013-02-20|S|1|
|78|2013-02-07|2013-02-20|P|27|
|79|2013-02-21|2013-03-06|Z|19|
|79|2013-02-21|2013-03-06|T|11|
|79|2013-02-21|2013-03-06|S|1|
|79|2013-02-21|2013-03-06|P|27|
|80|2013-03-07|2013-03-20|Z|19|
|80|2013-03-07|2013-03-20|T|11|
|80|2013-03-07|2013-03-20|S|1|
|80|2013-03-07|2013-03-20|P|27|
|81|2013-03-21|2013-04-03|Z|19|
|81|2013-03-21|2013-04-03|T|11|
|81|2013-03-21|2013-04-03|S|1|
|81|2013-03-21|2013-04-03|P|27|
|82|2013-04-04|2013-04-17|Z|19|
|82|2013-04-04|2013-04-17|T|11|
|82|2013-04-04|2013-04-17|S|1|
|82|2013-04-04|2013-04-17|P|27|
|83|2013-04-18|2013-05-01|Z|19|
|83|2013-04-18|2013-05-01|T|11|
|83|2013-04-18|2013-05-01|S|1|
|83|2013-04-18|2013-05-01|P|27|
|84|2013-05-02|2013-05-15|Z|19|
|84|2013-05-02|2013-05-15|T|11|
|84|2013-05-02|2013-05-15|S|1|
|84|2013-05-02|2013-05-15|P|28|
|85|2013-05-16|2013-05-29|Z|19|
|85|2013-05-16|2013-05-29|T|11|
|85|2013-05-16|2013-05-29|S|1|
|85|2013-05-16|2013-05-29|P|28|
|86|2013-05-30|2013-06-12|Z|19|
|86|2013-05-30|2013-06-12|T|11|
|86|2013-05-30|2013-06-12|S|1|
|86|2013-05-30|2013-06-12|P|28|
|87|2013-06-13|2013-06-26|Z|19|
|87|2013-06-13|2013-06-26|T|11|
|87|2013-06-13|2013-06-26|S|1|
|87|2013-06-13|2013-06-26|P|28|
|88|2013-06-27|2013-07-10|Z|20|
|88|2013-06-27|2013-07-10|T|11|
|88|2013-06-27|2013-07-10|S|1|
|88|2013-06-27|2013-07-10|P|28|
|89|2013-07-11|2013-07-24|Z|20|
|89|2013-07-11|2013-07-24|T|11|
|89|2013-07-11|2013-07-24|S|1|
|89|2013-07-11|2013-07-24|P|28|
|90|2013-07-25|2013-08-07|Z|24|
|90|2013-07-25|2013-08-07|T|12|
|90|2013-07-25|2013-08-07|S|1|
|90|2013-07-25|2013-08-07|P|30|
|91|2013-08-08|2013-08-21|Z|27|
|91|2013-08-08|2013-08-21|T|14|
|91|2013-08-08|2013-08-21|S|1|
|91|2013-08-08|2013-08-21|P|30|
|92|2013-08-22|2013-09-04|Z|27|
|92|2013-08-22|2013-09-04|T|14|
|92|2013-08-22|2013-09-04|S|1|
|92|2013-08-22|2013-09-04|P|30|
|93|2013-09-05|2013-09-18|Z|28|
|93|2013-09-05|2013-09-18|T|14|
|93|2013-09-05|2013-09-18|S|1|
|93|2013-09-05|2013-09-18|P|30|
|94|2013-09-19|2013-10-02|Z|28|
|94|2013-09-19|2013-10-02|T|14|
|94|2013-09-19|2013-10-02|S|1|
|94|2013-09-19|2013-10-02|P|30|
|95|2013-10-03|2013-10-16|Z|29|
|95|2013-10-03|2013-10-16|T|14|
|95|2013-10-03|2013-10-16|S|1|
|95|2013-10-03|2013-10-16|P|30|
|96|2013-10-17|2013-10-30|Z|29|
|96|2013-10-17|2013-10-30|T|14|
|96|2013-10-17|2013-10-30|S|1|
|96|2013-10-17|2013-10-30|P|30|
|97|2013-10-31|2013-11-13|Z|31|
|97|2013-10-31|2013-11-13|T|14|
|97|2013-10-31|2013-11-13|S|1|
|97|2013-10-31|2013-11-13|P|32|
|98|2013-11-14|2013-11-27|Z|31|
|98|2013-11-14|2013-11-27|T|14|
|98|2013-11-14|2013-11-27|S|1|
|98|2013-11-14|2013-11-27|P|32|
|99|2013-11-28|2013-12-11|Z|31|
|99|2013-11-28|2013-12-11|T|14|
|99|2013-11-28|2013-12-11|S|1|
|99|2013-11-28|2013-12-11|P|32|
|100|2013-12-12|2013-12-25|Z|31|
|100|2013-12-12|2013-12-25|T|14|
|100|2013-12-12|2013-12-25|S|1|
|100|2013-12-12|2013-12-25|P|32|
|101|2013-12-26|2014-01-08|Z|32|
|101|2013-12-26|2014-01-08|T|14|
|101|2013-12-26|2014-01-08|S|1|
|101|2013-12-26|2014-01-08|P|32|
|102|2014-01-09|2014-01-22|Z|33|
|102|2014-01-09|2014-01-22|T|14|
|102|2014-01-09|2014-01-22|S|1|
|102|2014-01-09|2014-01-22|P|33|
|103|2014-01-23|2014-02-05|Z|33|
|103|2014-01-23|2014-02-05|T|14|
|103|2014-01-23|2014-02-05|S|1|
|103|2014-01-23|2014-02-05|P|33|
|104|2014-02-06|2014-02-19|Z|33|
|104|2014-02-06|2014-02-19|T|15|
|104|2014-02-06|2014-02-19|S|1|
|104|2014-02-06|2014-02-19|P|36|
|105|2014-02-20|2014-03-05|Z|33|
|105|2014-02-20|2014-03-05|T|15|
|105|2014-02-20|2014-03-05|S|1|
|105|2014-02-20|2014-03-05|P|36|
|106|2014-03-06|2014-03-19|Z|33|
|106|2014-03-06|2014-03-19|T|15|
|106|2014-03-06|2014-03-19|S|1|
|106|2014-03-06|2014-03-19|P|36|
|107|2014-03-20|2014-04-02|Z|33|
|107|2014-03-20|2014-04-02|T|15|
|107|2014-03-20|2014-04-02|S|1|
|107|2014-03-20|2014-04-02|P|36|
|108|2014-04-03|2014-04-16|Z|33|
|108|2014-04-03|2014-04-16|T|15|
|108|2014-04-03|2014-04-16|S|1|
|108|2014-04-03|2014-04-16|P|36|
|109|2014-04-17|2014-04-30|Z|33|
|109|2014-04-17|2014-04-30|T|15|
|109|2014-04-17|2014-04-30|S|1|
|109|2014-04-17|2014-04-30|P|37|
|110|2014-05-01|2014-05-14|Z|33|
|110|2014-05-01|2014-05-14|T|15|
|110|2014-05-01|2014-05-14|S|1|
|110|2014-05-01|2014-05-14|P|37|
|111|2014-05-15|2014-05-28|Z|33|
|111|2014-05-15|2014-05-28|T|15|
|111|2014-05-15|2014-05-28|S|1|
|111|2014-05-15|2014-05-28|P|37|
|112|2014-05-29|2014-06-11|Z|33|
|112|2014-05-29|2014-06-11|T|15|
|112|2014-05-29|2014-06-11|S|1|
|112|2014-05-29|2014-06-11|P|37|
|113|2014-06-12|2014-06-25|Z|35|
|113|2014-06-12|2014-06-25|T|15|
|113|2014-06-12|2014-06-25|S|1|
|113|2014-06-12|2014-06-25|P|38|
|114|2014-06-26|2014-07-09|Z|39|
|114|2014-06-26|2014-07-09|T|15|
|114|2014-06-26|2014-07-09|S|1|
|114|2014-06-26|2014-07-09|P|38|
|115|2014-07-10|2014-07-23|Z|39|
|115|2014-07-10|2014-07-23|T|15|
|115|2014-07-10|2014-07-23|S|1|
|115|2014-07-10|2014-07-23|P|38|
|116|2014-07-24|2014-08-06|Z|39|
|116|2014-07-24|2014-08-06|T|15|
|116|2014-07-24|2014-08-06|S|1|
|116|2014-07-24|2014-08-06|P|38|
|117|2014-08-07|2014-08-20|Z|39|
|117|2014-08-07|2014-08-20|T|15|
|117|2014-08-07|2014-08-20|S|1|
|117|2014-08-07|2014-08-20|P|38|
|118|2014-08-21|2014-09-03|Z|39|
|118|2014-08-21|2014-09-03|T|15|
|118|2014-08-21|2014-09-03|S|1|
|118|2014-08-21|2014-09-03|P|38|
|119|2014-09-04|2014-09-17|Z|40|
|119|2014-09-04|2014-09-17|T|16|
|119|2014-09-04|2014-09-17|S|1|
|119|2014-09-04|2014-09-17|P|40|
|120|2014-09-18|2014-10-01|Z|40|
|120|2014-09-18|2014-10-01|T|16|
|120|2014-09-18|2014-10-01|S|1|
|120|2014-09-18|2014-10-01|P|41|
|121|2014-10-02|2014-10-15|Z|40|
|121|2014-10-02|2014-10-15|T|16|
|121|2014-10-02|2014-10-15|S|1|
|121|2014-10-02|2014-10-15|P|42|
|122|2014-10-16|2014-10-29|Z|40|
|122|2014-10-16|2014-10-29|T|16|
|122|2014-10-16|2014-10-29|S|1|
|122|2014-10-16|2014-10-29|P|42|
|123|2014-10-30|2014-11-12|Z|40|
|123|2014-10-30|2014-11-12|T|16|
|123|2014-10-30|2014-11-12|S|1|
|123|2014-10-30|2014-11-12|P|42|
|124|2014-11-13|2014-11-26|Z|40|
|124|2014-11-13|2014-11-26|T|16|
|124|2014-11-13|2014-11-26|S|1|
|124|2014-11-13|2014-11-26|P|42|
|125|2014-11-27|2014-12-10|Z|40|
|125|2014-11-27|2014-12-10|T|16|
|125|2014-11-27|2014-12-10|S|1|
|125|2014-11-27|2014-12-10|R|1|
|125|2014-11-27|2014-12-10|P|42|
|126|2014-12-11|2014-12-24|Z|40|
|126|2014-12-11|2014-12-24|T|16|
|126|2014-12-11|2014-12-24|S|1|
|126|2014-12-11|2014-12-24|R|1|
|126|2014-12-11|2014-12-24|P|42|
|127|2014-12-25|2015-01-07|Z|40|
|127|2014-12-25|2015-01-07|T|16|
|127|2014-12-25|2015-01-07|S|1|
|127|2014-12-25|2015-01-07|R|1|
|127|2014-12-25|2015-01-07|P|42|
|128|2015-01-08|2015-01-21|Z|40|
|128|2015-01-08|2015-01-21|T|17|
|128|2015-01-08|2015-01-21|S|1|
|128|2015-01-08|2015-01-21|R|1|
|128|2015-01-08|2015-01-21|P|41|
|129|2015-01-22|2015-02-04|Z|40|
|129|2015-01-22|2015-02-04|T|17|
|129|2015-01-22|2015-02-04|S|1|
|129|2015-01-22|2015-02-04|R|1|
|129|2015-01-22|2015-02-04|P|41|
|130|2015-02-05|2015-02-18|Z|40|
|130|2015-02-05|2015-02-18|T|17|
|130|2015-02-05|2015-02-18|S|1|
|130|2015-02-05|2015-02-18|R|1|
|130|2015-02-05|2015-02-18|P|41|
|131|2015-02-19|2015-03-04|Z|40|
|131|2015-02-19|2015-03-04|T|17|
|131|2015-02-19|2015-03-04|S|1|
|131|2015-02-19|2015-03-04|R|1|
|131|2015-02-19|2015-03-04|P|41|
|132|2015-03-05|2015-03-18|Z|40|
|132|2015-03-05|2015-03-18|T|17|
|132|2015-03-05|2015-03-18|S|1|
|132|2015-03-05|2015-03-18|R|1|
|132|2015-03-05|2015-03-18|P|41|
|133|2015-03-19|2015-04-01|Z|40|
|133|2015-03-19|2015-04-01|T|17|
|133|2015-03-19|2015-04-01|S|1|
|133|2015-03-19|2015-04-01|R|1|
|133|2015-03-19|2015-04-01|P|41|
|134|2015-04-02|2015-04-15|Z|39|
|134|2015-04-02|2015-04-15|T|17|
|134|2015-04-02|2015-04-15|S|1|
|134|2015-04-02|2015-04-15|R|1|
|134|2015-04-02|2015-04-15|P|42|
|135|2015-04-16|2015-04-29|Z|39|
|135|2015-04-16|2015-04-29|T|17|
|135|2015-04-16|2015-04-29|S|1|
|135|2015-04-16|2015-04-29|R|1|
|135|2015-04-16|2015-04-29|P|42|
|136|2015-04-30|2015-05-13|Z|39|
|136|2015-04-30|2015-05-13|T|17|
|136|2015-04-30|2015-05-13|S|1|
|136|2015-04-30|2015-05-13|R|1|
|136|2015-04-30|2015-05-13|P|42|
|137|2015-05-14|2015-05-27|Z|39|
|137|2015-05-14|2015-05-27|T|19|
|137|2015-05-14|2015-05-27|S|1|
|137|2015-05-14|2015-05-27|R|2|
|137|2015-05-14|2015-05-27|P|39|
|138|2015-05-28|2015-06-10|Z|39|
|138|2015-05-28|2015-06-10|T|19|
|138|2015-05-28|2015-06-10|S|1|
|138|2015-05-28|2015-06-10|R|2|
|138|2015-05-28|2015-06-10|P|39|
|139|2015-06-11|2015-06-24|Z|39|
|139|2015-06-11|2015-06-24|T|19|
|139|2015-06-11|2015-06-24|S|1|
|139|2015-06-11|2015-06-24|R|2|
|139|2015-06-11|2015-06-24|P|39|
|140|2015-06-25|2015-07-08|Z|39|
|140|2015-06-25|2015-07-08|T|19|
|140|2015-06-25|2015-07-08|S|1|
|140|2015-06-25|2015-07-08|R|2|
|140|2015-06-25|2015-07-08|P|39|
|141|2015-07-09|2015-07-22|Z|41|
|141|2015-07-09|2015-07-22|T|18|
|141|2015-07-09|2015-07-22|S|1|
|141|2015-07-09|2015-07-22|R|1|
|141|2015-07-09|2015-07-22|P|39|
|142|2015-07-23|2015-08-05|Z|38|
|142|2015-07-23|2015-08-05|T|18|
|142|2015-07-23|2015-08-05|S|1|
|142|2015-07-23|2015-08-05|R|1|
|142|2015-07-23|2015-08-05|P|42|
|143|2015-08-06|2015-08-19|Z|38|
|143|2015-08-06|2015-08-19|T|18|
|143|2015-08-06|2015-08-19|R|1|
|143|2015-08-06|2015-08-19|P|43|
|144|2015-08-20|2015-09-02|Z|38|
|144|2015-08-20|2015-09-02|T|18|
|144|2015-08-20|2015-09-02|R|1|
|144|2015-08-20|2015-09-02|P|43|
|145|2015-09-03|2015-09-16|Z|38|
|145|2015-09-03|2015-09-16|T|18|
|145|2015-09-03|2015-09-16|R|1|
|145|2015-09-03|2015-09-16|P|43|
|146|2015-09-17|2015-09-30|Z|38|
|146|2015-09-17|2015-09-30|T|18|
|146|2015-09-17|2015-09-30|R|1|
|146|2015-09-17|2015-09-30|P|43|
|147|2015-10-01|2015-10-14|Z|38|
|147|2015-10-01|2015-10-14|T|18|
|147|2015-10-01|2015-10-14|R|1|
|147|2015-10-01|2015-10-14|P|43|
|148|2015-10-15|2015-10-28|Z|38|
|148|2015-10-15|2015-10-28|T|18|
|148|2015-10-15|2015-10-28|R|1|
|148|2015-10-15|2015-10-28|P|43|
|149|2015-10-29|2015-11-11|Z|38|
|149|2015-10-29|2015-11-11|T|18|
|149|2015-10-29|2015-11-11|R|1|
|149|2015-10-29|2015-11-11|P|43|
|150|2015-11-12|2015-11-25|Z|38|
|150|2015-11-12|2015-11-25|T|18|
|150|2015-11-12|2015-11-25|R|1|
|150|2015-11-12|2015-11-25|P|43|
|151|2015-11-26|2015-12-09|Z|38|
|151|2015-11-26|2015-12-09|T|18|
|151|2015-11-26|2015-12-09|R|1|
|151|2015-11-26|2015-12-09|P|43|
|152|2015-12-10|2015-12-23|Z|38|
|152|2015-12-10|2015-12-23|T|18|
|152|2015-12-10|2015-12-23|R|1|
|152|2015-12-10|2015-12-23|P|43|
|153|2015-12-24|2016-01-06|Z|38|
|153|2015-12-24|2016-01-06|T|18|
|153|2015-12-24|2016-01-06|S|1|
|153|2015-12-24|2016-01-06|R|1|
|153|2015-12-24|2016-01-06|P|42|
|154|2016-01-07|2016-01-20|Z|37|
|154|2016-01-07|2016-01-20|T|19|
|154|2016-01-07|2016-01-20|S|1|
|154|2016-01-07|2016-01-20|R|1|
|154|2016-01-07|2016-01-20|P|42|
|155|2016-01-21|2016-02-03|Z|37|
|155|2016-01-21|2016-02-03|T|19|
|155|2016-01-21|2016-02-03|S|1|
|155|2016-01-21|2016-02-03|R|1|
|155|2016-01-21|2016-02-03|P|42|
|156|2016-02-04|2016-02-17|Z|37|
|156|2016-02-04|2016-02-17|T|19|
|156|2016-02-04|2016-02-17|S|1|
|156|2016-02-04|2016-02-17|R|1|
|156|2016-02-04|2016-02-17|P|42|
|157|2016-02-18|2016-03-02|Z|37|
|157|2016-02-18|2016-03-02|T|19|
|157|2016-02-18|2016-03-02|S|1|
|157|2016-02-18|2016-03-02|R|1|
|157|2016-02-18|2016-03-02|P|42|
|158|2016-03-03|2016-03-16|Z|37|
|158|2016-03-03|2016-03-16|T|19|
|158|2016-03-03|2016-03-16|S|1|
|158|2016-03-03|2016-03-16|R|1|
|158|2016-03-03|2016-03-16|P|42|
|159|2016-03-17|2016-03-30|Z|37|
|159|2016-03-17|2016-03-30|T|19|
|159|2016-03-17|2016-03-30|S|1|
|159|2016-03-17|2016-03-30|R|1|
|159|2016-03-17|2016-03-30|P|42|
|160|2016-03-31|2016-04-13|Z|38|
|160|2016-03-31|2016-04-13|T|19|
|160|2016-03-31|2016-04-13|S|1|
|160|2016-03-31|2016-04-13|R|1|
|160|2016-03-31|2016-04-13|P|41|
|161|2016-04-14|2016-04-27|Z|38|
|161|2016-04-14|2016-04-27|T|19|
|161|2016-04-14|2016-04-27|S|1|
|161|2016-04-14|2016-04-27|R|1|
|161|2016-04-14|2016-04-27|P|41|
|162|2016-04-28|2016-05-11|Z|39|
|162|2016-04-28|2016-05-11|T|19|
|162|2016-04-28|2016-05-11|S|1|
|162|2016-04-28|2016-05-11|R|1|
|162|2016-04-28|2016-05-11|P|40|
|163|2016-05-12|2016-05-25|Z|39|
|163|2016-05-12|2016-05-25|T|19|
