|Period ID|Period start|Period end|Race|Count of race in period|
|27|2011-02-24|2011-03-09|Z|13|
|27|2011-02-24|2011-03-09|T|14|
|27|2011-02-24|2011-03-09|P|20|
|28|2011-03-10|2011-03-23|Z|13|
|28|2011-03-10|2011-03-23|T|16|
|28|2011-03-10|2011-03-23|P|21|
|29|2011-03-24|2011-04-06|Z|21|
|29|2011-03-24|2011-04-06|T|18|
|29|2011-03-24|2011-04-06|P|26|
|30|2011-04-07|2011-04-20|Z|22|
|30|2011-04-07|2011-04-20|T|18|
|30|2011-04-07|2011-04-20|P|26|
|31|2011-04-21|2011-05-04|Z|25|
|31|2011-04-21|2011-05-04|T|23|
|31|2011-04-21|2011-05-04|P|27|
|32|2011-05-05|2011-05-18|Z|27|
|32|2011-05-05|2011-05-18|T|24|
|32|2011-05-05|2011-05-18|P|28|
|33|2011-05-19|2011-06-01|Z|28|
|33|2011-05-19|2011-06-01|T|24|
|33|2011-05-19|2011-06-01|P|28|
|34|2011-06-02|2011-06-15|Z|29|
|34|2011-06-02|2011-06-15|T|24|
|34|2011-06-02|2011-06-15|P|28|
|35|2011-06-16|2011-06-29|Z|29|
|35|2011-06-16|2011-06-29|T|25|
|35|2011-06-16|2011-06-29|P|31|
|36|2011-06-30|2011-07-13|Z|29|
|36|2011-06-30|2011-07-13|T|26|
|36|2011-06-30|2011-07-13|P|32|
|37|2011-07-14|2011-07-27|Z|29|
|37|2011-07-14|2011-07-27|T|26|
|37|2011-07-14|2011-07-27|P|32|
|38|2011-07-28|2011-08-10|Z|30|
|38|2011-07-28|2011-08-10|T|27|
|38|2011-07-28|2011-08-10|P|33|
|39|2011-08-11|2011-08-24|Z|30|
|39|2011-08-11|2011-08-24|T|27|
|39|2011-08-11|2011-08-24|P|33|
|40|2011-08-25|2011-09-07|Z|30|
|40|2011-08-25|2011-09-07|T|27|
|40|2011-08-25|2011-09-07|R|1|
|40|2011-08-25|2011-09-07|P|34|
|41|2011-09-08|2011-09-21|Z|30|
|41|2011-09-08|2011-09-21|T|27|
|41|2011-09-08|2011-09-21|R|1|
|41|2011-09-08|2011-09-21|P|34|
|42|2011-09-22|2011-10-05|Z|30|
|42|2011-09-22|2011-10-05|T|27|
|42|2011-09-22|2011-10-05|R|1|
|42|2011-09-22|2011-10-05|P|34|
|43|2011-10-06|2011-10-19|Z|30|
|43|2011-10-06|2011-10-19|T|27|
|43|2011-10-06|2011-10-19|R|1|
|43|2011-10-06|2011-10-19|P|34|
|44|2011-10-20|2011-11-02|Z|30|
|44|2011-10-20|2011-11-02|T|27|
|44|2011-10-20|2011-11-02|R|1|
|44|2011-10-20|2011-11-02|P|34|
|45|2011-11-03|2011-11-16|Z|31|
|45|2011-11-03|2011-11-16|T|31|
|45|2011-11-03|2011-11-16|R|1|
|45|2011-11-03|2011-11-16|P|37|
|46|2011-11-17|2011-11-30|Z|31|
|46|2011-11-17|2011-11-30|T|31|
|46|2011-11-17|2011-11-30|R|1|
|46|2011-11-17|2011-11-30|P|37|
|47|2011-12-01|2011-12-14|Z|30|
|47|2011-12-01|2011-12-14|T|32|
|47|2011-12-01|2011-12-14|R|1|
|47|2011-12-01|2011-12-14|P|37|
|48|2011-12-15|2011-12-28|Z|30|
|48|2011-12-15|2011-12-28|T|32|
|48|2011-12-15|2011-12-28|R|1|
|48|2011-12-15|2011-12-28|P|37|
|49|2011-12-29|2012-01-11|Z|30|
|49|2011-12-29|2012-01-11|T|32|
|49|2011-12-29|2012-01-11|R|1|
|49|2011-12-29|2012-01-11|P|37|
|50|2012-01-12|2012-01-25|Z|30|
|50|2012-01-12|2012-01-25|T|33|
|50|2012-01-12|2012-01-25|R|1|
|50|2012-01-12|2012-01-25|P|36|
|51|2012-01-26|2012-02-08|Z|30|
|51|2012-01-26|2012-02-08|T|32|
|51|2012-01-26|2012-02-08|R|1|
|51|2012-01-26|2012-02-08|P|37|
|52|2012-02-09|2012-02-22|Z|30|
|52|2012-02-09|2012-02-22|T|32|
|52|2012-02-09|2012-02-22|R|1|
|52|2012-02-09|2012-02-22|P|37|
|53|2012-02-23|2012-03-07|Z|32|
|53|2012-02-23|2012-03-07|T|33|
|53|2012-02-23|2012-03-07|R|1|
|53|2012-02-23|2012-03-07|P|34|
|54|2012-03-08|2012-03-21|Z|34|
|54|2012-03-08|2012-03-21|T|32|
|54|2012-03-08|2012-03-21|R|1|
|54|2012-03-08|2012-03-21|P|33|
|55|2012-03-22|2012-04-04|Z|33|
|55|2012-03-22|2012-04-04|T|31|
|55|2012-03-22|2012-04-04|R|1|
|55|2012-03-22|2012-04-04|P|35|
|56|2012-04-05|2012-04-18|Z|34|
|56|2012-04-05|2012-04-18|T|32|
|56|2012-04-05|2012-04-18|R|1|
|56|2012-04-05|2012-04-18|P|33|
|57|2012-04-19|2012-05-02|Z|33|
|57|2012-04-19|2012-05-02|T|31|
|57|2012-04-19|2012-05-02|R|1|
|57|2012-04-19|2012-05-02|P|35|
|58|2012-05-03|2012-05-16|Z|34|
|58|2012-05-03|2012-05-16|T|31|
|58|2012-05-03|2012-05-16|R|1|
|58|2012-05-03|2012-05-16|P|34|
|59|2012-05-17|2012-05-30|Z|34|
|59|2012-05-17|2012-05-30|T|31|
|59|2012-05-17|2012-05-30|R|1|
|59|2012-05-17|2012-05-30|P|34|
|60|2012-05-31|2012-06-13|Z|34|
|60|2012-05-31|2012-06-13|T|31|
|60|2012-05-31|2012-06-13|R|1|
|60|2012-05-31|2012-06-13|P|34|
|61|2012-06-14|2012-06-27|Z|35|
|61|2012-06-14|2012-06-27|T|30|
|61|2012-06-14|2012-06-27|R|1|
|61|2012-06-14|2012-06-27|P|34|
|62|2012-06-28|2012-07-11|Z|35|
|62|2012-06-28|2012-07-11|T|29|
|62|2012-06-28|2012-07-11|R|1|
|62|2012-06-28|2012-07-11|P|35|
|63|2012-07-12|2012-07-25|Z|34|
|63|2012-07-12|2012-07-25|T|28|
|63|2012-07-12|2012-07-25|R|1|
|63|2012-07-12|2012-07-25|P|37|
|64|2012-07-26|2012-08-08|Z|33|
|64|2012-07-26|2012-08-08|T|29|
|64|2012-07-26|2012-08-08|R|1|
|64|2012-07-26|2012-08-08|P|37|
|65|2012-08-09|2012-08-22|Z|35|
|65|2012-08-09|2012-08-22|T|29|
|65|2012-08-09|2012-08-22|R|1|
|65|2012-08-09|2012-08-22|P|35|
|66|2012-08-23|2012-09-05|Z|35|
|66|2012-08-23|2012-09-05|T|30|
|66|2012-08-23|2012-09-05|R|1|
|66|2012-08-23|2012-09-05|P|34|
|67|2012-09-06|2012-09-19|Z|33|
|67|2012-09-06|2012-09-19|T|31|
|67|2012-09-06|2012-09-19|R|1|
|67|2012-09-06|2012-09-19|P|35|
|68|2012-09-20|2012-10-03|Z|33|
|68|2012-09-20|2012-10-03|T|30|
|68|2012-09-20|2012-10-03|R|1|
|68|2012-09-20|2012-10-03|P|36|
|69|2012-10-04|2012-10-17|Z|34|
|69|2012-10-04|2012-10-17|T|29|
|69|2012-10-04|2012-10-17|R|1|
|69|2012-10-04|2012-10-17|P|36|
|70|2012-10-18|2012-10-31|Z|33|
|70|2012-10-18|2012-10-31|T|29|
|70|2012-10-18|2012-10-31|R|1|
|70|2012-10-18|2012-10-31|P|37|
|71|2012-11-01|2012-11-14|Z|33|
|71|2012-11-01|2012-11-14|T|28|
|71|2012-11-01|2012-11-14|R|1|
|71|2012-11-01|2012-11-14|P|38|
|72|2012-11-15|2012-11-28|Z|34|
|72|2012-11-15|2012-11-28|T|27|
|72|2012-11-15|2012-11-28|R|1|
|72|2012-11-15|2012-11-28|P|38|
|73|2012-11-29|2012-12-12|Z|34|
|73|2012-11-29|2012-12-12|T|27|
|73|2012-11-29|2012-12-12|R|1|
|73|2012-11-29|2012-12-12|P|38|
|74|2012-12-13|2012-12-26|Z|34|
|74|2012-12-13|2012-12-26|T|28|
|74|2012-12-13|2012-12-26|R|1|
|74|2012-12-13|2012-12-26|P|37|
|75|2012-12-27|2013-01-09|Z|32|
|75|2012-12-27|2013-01-09|T|29|
|75|2012-12-27|2013-01-09|R|2|
|75|2012-12-27|2013-01-09|P|37|
|76|2013-01-10|2013-01-23|Z|32|
|76|2013-01-10|2013-01-23|T|29|
|76|2013-01-10|2013-01-23|R|2|
|76|2013-01-10|2013-01-23|P|37|
|77|2013-01-24|2013-02-06|Z|32|
|77|2013-01-24|2013-02-06|T|29|
|77|2013-01-24|2013-02-06|R|2|
|77|2013-01-24|2013-02-06|P|37|
|78|2013-02-07|2013-02-20|Z|32|
|78|2013-02-07|2013-02-20|T|29|
|78|2013-02-07|2013-02-20|R|2|
|78|2013-02-07|2013-02-20|P|37|
|79|2013-02-21|2013-03-06|Z|32|
|79|2013-02-21|2013-03-06|T|29|
|79|2013-02-21|2013-03-06|R|2|
|79|2013-02-21|2013-03-06|P|37|
|80|2013-03-07|2013-03-20|Z|32|
|80|2013-03-07|2013-03-20|T|29|
|80|2013-03-07|2013-03-20|R|2|
|80|2013-03-07|2013-03-20|P|37|
|81|2013-03-21|2013-04-03|Z|32|
|81|2013-03-21|2013-04-03|T|29|
|81|2013-03-21|2013-04-03|R|2|
|81|2013-03-21|2013-04-03|P|37|
|82|2013-04-04|2013-04-17|Z|32|
|82|2013-04-04|2013-04-17|T|29|
|82|2013-04-04|2013-04-17|R|2|
|82|2013-04-04|2013-04-17|P|37|
|83|2013-04-18|2013-05-01|Z|32|
|83|2013-04-18|2013-05-01|T|28|
|83|2013-04-18|2013-05-01|R|2|
|83|2013-04-18|2013-05-01|P|38|
|84|2013-05-02|2013-05-15|Z|32|
|84|2013-05-02|2013-05-15|T|28|
|84|2013-05-02|2013-05-15|R|2|
|84|2013-05-02|2013-05-15|P|38|
|85|2013-05-16|2013-05-29|Z|32|
|85|2013-05-16|2013-05-29|T|28|
|85|2013-05-16|2013-05-29|R|2|
|85|2013-05-16|2013-05-29|P|38|
|86|2013-05-30|2013-06-12|Z|32|
|86|2013-05-30|2013-06-12|T|28|
|86|2013-05-30|2013-06-12|R|2|
|86|2013-05-30|2013-06-12|P|38|
|87|2013-06-13|2013-06-26|Z|32|
|87|2013-06-13|2013-06-26|T|28|
|87|2013-06-13|2013-06-26|R|2|
|87|2013-06-13|2013-06-26|P|38|
|88|2013-06-27|2013-07-10|Z|32|
|88|2013-06-27|2013-07-10|T|26|
|88|2013-06-27|2013-07-10|R|2|
|88|2013-06-27|2013-07-10|P|40|
|89|2013-07-11|2013-07-24|Z|32|
|89|2013-07-11|2013-07-24|T|26|
|89|2013-07-11|2013-07-24|R|2|
|89|2013-07-11|2013-07-24|P|40|
|90|2013-07-25|2013-08-07|Z|31|
|90|2013-07-25|2013-08-07|T|27|
|90|2013-07-25|2013-08-07|R|2|
|90|2013-07-25|2013-08-07|P|40|
|91|2013-08-08|2013-08-21|Z|32|
|91|2013-08-08|2013-08-21|T|27|
|91|2013-08-08|2013-08-21|R|2|
|91|2013-08-08|2013-08-21|P|39|
|92|2013-08-22|2013-09-04|Z|33|
|92|2013-08-22|2013-09-04|T|27|
|92|2013-08-22|2013-09-04|R|2|
|92|2013-08-22|2013-09-04|P|38|
|93|2013-09-05|2013-09-18|Z|33|
|93|2013-09-05|2013-09-18|T|27|
|93|2013-09-05|2013-09-18|R|2|
|93|2013-09-05|2013-09-18|P|38|
|94|2013-09-19|2013-10-02|Z|35|
|94|2013-09-19|2013-10-02|T|26|
|94|2013-09-19|2013-10-02|R|1|
|94|2013-09-19|2013-10-02|P|38|
|95|2013-10-03|2013-10-16|Z|34|
|95|2013-10-03|2013-10-16|T|26|
|95|2013-10-03|2013-10-16|R|1|
|95|2013-10-03|2013-10-16|P|39|
|96|2013-10-17|2013-10-30|Z|34|
|96|2013-10-17|2013-10-30|T|26|
|96|2013-10-17|2013-10-30|R|1|
|96|2013-10-17|2013-10-30|P|39|
|97|2013-10-31|2013-11-13|Z|33|
|97|2013-10-31|2013-11-13|T|28|
|97|2013-10-31|2013-11-13|R|1|
|97|2013-10-31|2013-11-13|P|38|
|98|2013-11-14|2013-11-27|Z|34|
|98|2013-11-14|2013-11-27|T|28|
|98|2013-11-14|2013-11-27|R|1|
|98|2013-11-14|2013-11-27|P|37|
|99|2013-11-28|2013-12-11|Z|32|
|99|2013-11-28|2013-12-11|T|28|
|99|2013-11-28|2013-12-11|R|1|
|99|2013-11-28|2013-12-11|P|39|
|100|2013-12-12|2013-12-25|Z|34|
|100|2013-12-12|2013-12-25|T|28|
|100|2013-12-12|2013-12-25|R|2|
|100|2013-12-12|2013-12-25|P|36|
|101|2013-12-26|2014-01-08|Z|35|
|101|2013-12-26|2014-01-08|T|27|
|101|2013-12-26|2014-01-08|R|1|
|101|2013-12-26|2014-01-08|P|37|
|102|2014-01-09|2014-01-22|Z|35|
|102|2014-01-09|2014-01-22|T|28|
|102|2014-01-09|2014-01-22|R|1|
|102|2014-01-09|2014-01-22|P|36|
|103|2014-01-23|2014-02-05|Z|35|
|103|2014-01-23|2014-02-05|T|28|
|103|2014-01-23|2014-02-05|R|1|
|103|2014-01-23|2014-02-05|P|36|
|104|2014-02-06|2014-02-19|Z|35|
|104|2014-02-06|2014-02-19|T|29|
|104|2014-02-06|2014-02-19|R|1|
|104|2014-02-06|2014-02-19|P|35|
|105|2014-02-20|2014-03-05|Z|35|
|105|2014-02-20|2014-03-05|T|29|
|105|2014-02-20|2014-03-05|R|1|
|105|2014-02-20|2014-03-05|P|35|
|106|2014-03-06|2014-03-19|Z|35|
|106|2014-03-06|2014-03-19|T|29|
|106|2014-03-06|2014-03-19|R|1|
|106|2014-03-06|2014-03-19|P|35|
|107|2014-03-20|2014-04-02|Z|36|
|107|2014-03-20|2014-04-02|T|27|
|107|2014-03-20|2014-04-02|R|1|
|107|2014-03-20|2014-04-02|P|36|
|108|2014-04-03|2014-04-16|Z|37|
|108|2014-04-03|2014-04-16|T|28|
|108|2014-04-03|2014-04-16|R|1|
|108|2014-04-03|2014-04-16|P|34|
|109|2014-04-17|2014-04-30|Z|37|
|109|2014-04-17|2014-04-30|T|29|
|109|2014-04-17|2014-04-30|R|1|
|109|2014-04-17|2014-04-30|P|33|
|110|2014-05-01|2014-05-14|Z|36|
|110|2014-05-01|2014-05-14|T|28|
|110|2014-05-01|2014-05-14|R|1|
|110|2014-05-01|2014-05-14|P|35|
|111|2014-05-15|2014-05-28|Z|35|
|111|2014-05-15|2014-05-28|T|29|
|111|2014-05-15|2014-05-28|R|1|
|111|2014-05-15|2014-05-28|P|35|
|112|2014-05-29|2014-06-11|Z|35|
|112|2014-05-29|2014-06-11|T|29|
|112|2014-05-29|2014-06-11|R|1|
|112|2014-05-29|2014-06-11|P|35|
|113|2014-06-12|2014-06-25|Z|35|
|113|2014-06-12|2014-06-25|T|29|
|113|2014-06-12|2014-06-25|R|1|
|113|2014-06-12|2014-06-25|P|35|
|114|2014-06-26|2014-07-09|Z|32|
|114|2014-06-26|2014-07-09|T|31|
|114|2014-06-26|2014-07-09|R|2|
|114|2014-06-26|2014-07-09|P|35|
|115|2014-07-10|2014-07-23|Z|32|
|115|2014-07-10|2014-07-23|T|30|
|115|2014-07-10|2014-07-23|R|2|
|115|2014-07-10|2014-07-23|P|36|
|116|2014-07-24|2014-08-06|Z|31|
|116|2014-07-24|2014-08-06|T|29|
|116|2014-07-24|2014-08-06|R|1|
|116|2014-07-24|2014-08-06|P|39|
|117|2014-08-07|2014-08-20|Z|32|
|117|2014-08-07|2014-08-20|T|30|
|117|2014-08-07|2014-08-20|R|1|
|117|2014-08-07|2014-08-20|P|37|
|118|2014-08-21|2014-09-03|Z|31|
|118|2014-08-21|2014-09-03|T|30|
|118|2014-08-21|2014-09-03|R|2|
|118|2014-08-21|2014-09-03|P|37|
|119|2014-09-04|2014-09-17|Z|32|
|119|2014-09-04|2014-09-17|T|30|
|119|2014-09-04|2014-09-17|R|1|
|119|2014-09-04|2014-09-17|P|37|
|120|2014-09-18|2014-10-01|Z|32|
|120|2014-09-18|2014-10-01|T|31|
|120|2014-09-18|2014-10-01|R|1|
|120|2014-09-18|2014-10-01|P|36|
|121|2014-10-02|2014-10-15|Z|32|
|121|2014-10-02|2014-10-15|T|33|
|121|2014-10-02|2014-10-15|R|1|
|121|2014-10-02|2014-10-15|P|34|
|122|2014-10-16|2014-10-29|Z|32|
|122|2014-10-16|2014-10-29|T|31|
|122|2014-10-16|2014-10-29|R|1|
|122|2014-10-16|2014-10-29|P|36|
|123|2014-10-30|2014-11-12|Z|32|
|123|2014-10-30|2014-11-12|T|32|
|123|2014-10-30|2014-11-12|R|1|
|123|2014-10-30|2014-11-12|P|35|
|124|2014-11-13|2014-11-26|Z|33|
|124|2014-11-13|2014-11-26|T|31|
|124|2014-11-13|2014-11-26|R|1|
|124|2014-11-13|2014-11-26|P|35|
|125|2014-11-27|2014-12-10|Z|33|
|125|2014-11-27|2014-12-10|T|31|
|125|2014-11-27|2014-12-10|R|1|
|125|2014-11-27|2014-12-10|P|35|
|126|2014-12-11|2014-12-24|Z|34|
|126|2014-12-11|2014-12-24|T|30|
|126|2014-12-11|2014-12-24|R|1|
|126|2014-12-11|2014-12-24|P|35|
|127|2014-12-25|2015-01-07|Z|33|
|127|2014-12-25|2015-01-07|T|31|
|127|2014-12-25|2015-01-07|R|1|
|127|2014-12-25|2015-01-07|P|35|
|128|2015-01-08|2015-01-21|Z|33|
|128|2015-01-08|2015-01-21|T|30|
|128|2015-01-08|2015-01-21|R|1|
|128|2015-01-08|2015-01-21|P|36|
|129|2015-01-22|2015-02-04|Z|33|
|129|2015-01-22|2015-02-04|T|30|
|129|2015-01-22|2015-02-04|R|1|
|129|2015-01-22|2015-02-04|P|36|
|130|2015-02-05|2015-02-18|Z|33|
|130|2015-02-05|2015-02-18|T|30|
|130|2015-02-05|2015-02-18|R|1|
|130|2015-02-05|2015-02-18|P|36|
|131|2015-02-19|2015-03-04|Z|33|
|131|2015-02-19|2015-03-04|T|30|
|131|2015-02-19|2015-03-04|R|1|
|131|2015-02-19|2015-03-04|P|36|
|132|2015-03-05|2015-03-18|Z|33|
|132|2015-03-05|2015-03-18|T|30|
|132|2015-03-05|2015-03-18|R|1|
|132|2015-03-05|2015-03-18|P|36|
|133|2015-03-19|2015-04-01|Z|33|
|133|2015-03-19|2015-04-01|T|30|
|133|2015-03-19|2015-04-01|R|1|
|133|2015-03-19|2015-04-01|P|36|
|134|2015-04-02|2015-04-15|Z|33|
|134|2015-04-02|2015-04-15|T|30|
|134|2015-04-02|2015-04-15|R|1|
|134|2015-04-02|2015-04-15|P|36|
|135|2015-04-16|2015-04-29|Z|33|
|135|2015-04-16|2015-04-29|T|30|
|135|2015-04-16|2015-04-29|R|1|
|135|2015-04-16|2015-04-29|P|36|
|136|2015-04-30|2015-05-13|Z|34|
|136|2015-04-30|2015-05-13|T|30|
|136|2015-04-30|2015-05-13|R|1|
|136|2015-04-30|2015-05-13|P|35|
|137|2015-05-14|2015-05-27|Z|33|
|137|2015-05-14|2015-05-27|T|29|
|137|2015-05-14|2015-05-27|R|1|
|137|2015-05-14|2015-05-27|P|37|
|138|2015-05-28|2015-06-10|Z|34|
|138|2015-05-28|2015-06-10|T|30|
|138|2015-05-28|2015-06-10|R|1|
|138|2015-05-28|2015-06-10|P|35|
|139|2015-06-11|2015-06-24|Z|31|
|139|2015-06-11|2015-06-24|T|33|
|139|2015-06-11|2015-06-24|R|1|
|139|2015-06-11|2015-06-24|P|35|
|140|2015-06-25|2015-07-08|Z|30|
|140|2015-06-25|2015-07-08|T|35|
|140|2015-06-25|2015-07-08|R|1|
|140|2015-06-25|2015-07-08|P|34|
|141|2015-07-09|2015-07-22|Z|28|
|141|2015-07-09|2015-07-22|T|35|
|141|2015-07-09|2015-07-22|R|1|
|141|2015-07-09|2015-07-22|P|36|
|142|2015-07-23|2015-08-05|Z|29|
|142|2015-07-23|2015-08-05|T|34|
|142|2015-07-23|2015-08-05|R|1|
|142|2015-07-23|2015-08-05|P|36|
|143|2015-08-06|2015-08-19|Z|29|
|143|2015-08-06|2015-08-19|T|34|
|143|2015-08-06|2015-08-19|R|1|
|143|2015-08-06|2015-08-19|P|36|
|144|2015-08-20|2015-09-02|Z|29|
|144|2015-08-20|2015-09-02|T|33|
|144|2015-08-20|2015-09-02|R|1|
|144|2015-08-20|2015-09-02|P|37|
|145|2015-09-03|2015-09-16|Z|29|
|145|2015-09-03|2015-09-16|T|33|
|145|2015-09-03|2015-09-16|R|1|
|145|2015-09-03|2015-09-16|P|37|
|146|2015-09-17|2015-09-30|Z|30|
|146|2015-09-17|2015-09-30|T|33|
|146|2015-09-17|2015-09-30|R|1|
|146|2015-09-17|2015-09-30|P|36|
|147|2015-10-01|2015-10-14|Z|30|
|147|2015-10-01|2015-10-14|T|33|
|147|2015-10-01|2015-10-14|R|1|
|147|2015-10-01|2015-10-14|P|36|
|148|2015-10-15|2015-10-28|Z|30|
|148|2015-10-15|2015-10-28|T|33|
|148|2015-10-15|2015-10-28|R|1|
|148|2015-10-15|2015-10-28|P|36|
|149|2015-10-29|2015-11-11|Z|30|
|149|2015-10-29|2015-11-11|T|33|
|149|2015-10-29|2015-11-11|R|1|
|149|2015-10-29|2015-11-11|P|36|
|150|2015-11-12|2015-11-25|Z|30|
|150|2015-11-12|2015-11-25|T|33|
|150|2015-11-12|2015-11-25|R|1|
|150|2015-11-12|2015-11-25|P|36|
|151|2015-11-26|2015-12-09|Z|29|
|151|2015-11-26|2015-12-09|T|33|
|151|2015-11-26|2015-12-09|R|1|
|151|2015-11-26|2015-12-09|P|37|
|152|2015-12-10|2015-12-23|Z|29|
|152|2015-12-10|2015-12-23|T|33|
|152|2015-12-10|2015-12-23|R|1|
|152|2015-12-10|2015-12-23|P|37|
|153|2015-12-24|2016-01-06|Z|29|
|153|2015-12-24|2016-01-06|T|33|
|153|2015-12-24|2016-01-06|R|1|
|153|2015-12-24|2016-01-06|P|37|
|154|2016-01-07|2016-01-20|Z|29|
|154|2016-01-07|2016-01-20|T|33|
|154|2016-01-07|2016-01-20|R|1|
|154|2016-01-07|2016-01-20|P|37|
|155|2016-01-21|2016-02-03|Z|28|
|155|2016-01-21|2016-02-03|T|34|
|155|2016-01-21|2016-02-03|R|1|
|155|2016-01-21|2016-02-03|P|37|
|156|2016-02-04|2016-02-17|Z|27|
|156|2016-02-04|2016-02-17|T|35|
|156|2016-02-04|2016-02-17|R|1|
|156|2016-02-04|2016-02-17|P|37|
|157|2016-02-18|2016-03-02|Z|28|
|157|2016-02-18|2016-03-02|T|34|
|157|2016-02-18|2016-03-02|R|1|
|157|2016-02-18|2016-03-02|P|37|
|158|2016-03-03|2016-03-16|Z|29|
|158|2016-03-03|2016-03-16|T|33|
|158|2016-03-03|2016-03-16|R|1|
|158|2016-03-03|2016-03-16|P|37|
|159|2016-03-17|2016-03-30|Z|29|
|159|2016-03-17|2016-03-30|T|33|
|159|2016-03-17|2016-03-30|R|1|
|159|2016-03-17|2016-03-30|P|37|
|160|2016-03-31|2016-04-13|Z|29|
|160|2016-03-31|2016-04-13|T|33|
|160|2016-03-31|2016-04-13|R|1|
|160|2016-03-31|2016-04-13|P|37|
|161|2016-04-14|2016-04-27|Z|30|
|161|2016-04-14|2016-04-27|T|32|
|161|2016-04-14|2016-04-27|R|1|
|161|2016-04-14|2016-04-27|P|37|
|162|2016-04-28|2016-05-11|Z|29|
|162|2016-04-28|2016-05-11|T|32|
|162|2016-04-28|2016-05-11|R|1|
|162|2016-04-28|2016-05-11|P|38|
|163|2016-05-12|2016-05-25|Z|30|
|163|2016-05-12|2016-05-25|T|31|
|163|2016-05-12|2016-05-25|R|1|
|163|2016-05-12|2016-05-25|P|38|
|164|2016-05-26|2016-06-08|Z|28|
|164|2016-05-26|2016-06-08|T|33|
|164|2016-05-26|2016-06-08|R|1|
|164|2016-05-26|2016-06-08|P|38|
|165|2016-06-09|2016-06-22|Z|28|
|165|2016-06-09|2016-06-22|T|33|
|165|2016-06-09|2016-06-22|R|1|
|165|2016-06-09|2016-06-22|P|38|
|166|2016-06-23|2016-07-06|Z|29|
|166|2016-06-23|2016-07-06|T|33|
|166|2016-06-23|2016-07-06|R|1|
|166|2016-06-23|2016-07-06|P|37|
|167|2016-07-07|2016-07-20|Z|29|
|167|2016-07-07|2016-07-20|T|32|
|167|2016-07-07|2016-07-20|R|2|
|167|2016-07-07|2016-07-20|P|37|
|168|2016-07-21|2016-08-03|Z|30|
|168|2016-07-21|2016-08-03|T|31|
|168|2016-07-21|2016-08-03|R|2|
|168|2016-07-21|2016-08-03|P|37|
|169|2016-08-04|2016-08-17|Z|30|
